id,original_tweet,sentiment_result,class
410,"@uchynagaeri enggak, aku malah masih PTM 100%. emang kenapa kok pjj lagi kamu?",2,POSITIF
411,SEKOLAH GW MASI PTM ANJJJ LAGI NAIK KOK NEKAT BANGET SIH SEKUL GW https://t.co/ASwlXDxmbH,-4,NEGATIF
412,@hnurwahid @aniesbaswedan Kalau benar omicron SANGAT BDRBAHAYA dan ada yang ditolak permohonan penghentian PTM nya.. maka yang menolak telah melakukan perencanaan pembunuhan kepada anak sekolah dan para pendidiknya. Kira2 begitu pendapat saya,-14,NEGATIF
413,minggu depan sekolah ku ptm 50% yess,6,POSITIF
414,"@subschfess Ptm, gue selalu kehilangan semangat belajar kalo pjj, kalo di sekolah kan bisa sambil ngobrol atau diskusi sama temen,  materi juga jadi lebih ngerti",5,POSITIF
415,"@schfess klo selama masuk ptm lu ga jaga prokes yes lu salah tp klo udh pake masker jaga jarak tp ttp kena ofc it's not ur fault, ibu2 emg mulutny kek anjing nder, anggep aja anjing menggonggong atau angin lewat, smangat senderr",1,POSITIF
416,@sparksmingi gjdi ptm covid tinggi lol wkkwkw,3,POSITIF
417,"@youngtaelvity kalo aku ptm 50% kaa, hari ini doang yang bdr sama rabu itujuga kao rabu setengah hari di sekolah trus siangnya bdr deh",3,POSITIF
418,kalian yg udah ptm kalian lebih suka online apa offline guys😭,10,POSITIF
419," @Cintada16 Bukan bela. Tapi setidaknya dia uda nolak ptm di saat seperti skarang.  Dan ditolak pemerintah pula Dalam sisi ini dia lebih baik.",3,POSITIF
420,@jujuryl Gua belum ptm sama sekali🥺,0,NETRAL
421,Baru kemarin gua PTM anjir☺️🙏 https://t.co/tXk4AeUYcC,-2,NEGATIF
422,"@yonk_lucu Pagiii.. Ga bisa semangat, masi pusing mikirin ptm senin nanti tp gada kejelasan😔",-3,NEGATIF
423,ptm tpi dosennya gaada ajg https://t.co/2K8WwVJQk8,-7,NEGATIF
424,"RT @CHOKYPARHAS: Jadi bingung nih gaes, Presiden minta PTM dihentikan, tapi Lord Luhut tidak setuju...???",8,POSITIF
425,"oiya jelas ptm dong, bisa stres gue pjj mlu https://t.co/d67ELlSumT",-4,NEGATIF
426,RT @notsamwitiwicky: @ProfesorZubairi Yuk pak ngajar PTM dan PJJ di sekolah deh sekali-kali. Khususnya sekolah negeri yang masih banyak sis…,19.5,POSITIF
427,@orwenjie ptm garis keras,-5,NEGATIF
428,@convomfs Belum ada pemberitahuan sih tapi sekarang iya harusnya ptm tp disuruh pjj,-1,NEGATIF
429,@Rarahvs aku kayaknya ptm terus sih,-1,NEGATIF
430,"@fadlizon PTM lanjut sekolah mewajibkan swab antigen mandiri, lumayan tiap minggu orang tua murid keluarkan dana ekstra untuk antigen.
Catatan: ada 3 anak yg sekolah dan swab antigen mandiri @Rp59rb sekali swab",7.5,POSITIF
431,"punya sekolah maksa bgt ptm, tapi mau aman",7,POSITIF
432,ih males banget sekolah gue PTM 50% lagii,-11,NEGATIF
433,"hari ini aku sklh online...lagi, padahal udh enak ptm pake sesi :D",12,POSITIF
434,bingung mau seneng apa sedih ptm distop.. https://t.co/iM8da63X7l,5,POSITIF
435,"@Catatan_ali7 PTM dibuka atau ditutup anies bakal tetp disalahkan oleh pembencinya, soal pilres kalo emang gk suka gk usah dipilih skip aja gk usah buat narasi seolah kamu paling pinter, memangnya apa yg sdh kamu lakukan",16,POSITIF
436,"Sesuai prediksi, PTM 100% hanya bertahan sebulan (Januari). Bulan ini kita kembali separo-separo again 😂 https://t.co/BhepRoKD3F",4,POSITIF
437,KKE NYA KALO NTAR PTM GUE MAU MENGHILANG AJA DEHHH,-1,NEGATIF
438,@kyoongpi06 @Askrlfess Iya padahal enak ptm,5,POSITIF
439,@hahahawibu 😭😭😭 gue udah ptm dari januari eh skrg pjj lagi sdih,-10,NEGATIF
440,"bokap w bisa curiga kalo sekolah cuma 2 jam doang 😃 btw nih pjj lagi. Cuma dibagi seminggu sekali ptm, seminggu nya pjj https://t.co/HXZ4l5xi7A",-7.5,NEGATIF
441,"@Catatan_ali7 Bkn soal taat tp lebih punya kesadaran lebih, lagian pertimbangan sektor ekonomi juga jd tentu pertimbangan, kl usaha gk buka gk bisa makan tp kl sekolah yg gk buka masihlah bisa makan, lagian kalopun PTM gk ditutup pasti tetep disalahkan jg kan apapun salah anies sekarang ini",28.35,POSITIF
442,"Delta, kluster perkantoran, sulung. Omicron, kluster ptm 100, si tengah. ku lelah. sangat.",12,POSITIF
443,"Belum Ada Temuan Klaster Corona di Sekolah Sragen, PTM Tetap Berjalan 100 Persen  https://t.co/TV0vCIM3OP",12,POSITIF
444,"RT @Catatan_ali7: Tutup dulu "" dunia malam "" jika semua sudah tutup semua baru sasar SEKOLAH (STOP PTM)  lh cafe cafe dijakarta terutama…",-4.5,NEGATIF
445,"kwkwkwk lu liat dah ini yg kata mya ptm 50% supaya anak” bisa paham? Anjeng paham bapak lo ini zoom pake laptop siswa, web cam gak bisa dipake, internet pake kuota gue. Super duper mega gws buat gue yg kuota nya dipake dan buat yg di rumah gak paham apa apa https://t.co/tvIEG8j6GP",-9,NEGATIF
446,"PTM di DIY Kembali 50 Persen, Wali Murid : Wah Pusing, Pusing Aku Tuh https://t.co/8GdQythXI1 via @tribunjogja",-1.25,NEGATIF
447,@treasuremenfess jgn bikin pikir nder sy lagi ptm,-8,NEGATIF
448,gue daring lagi.. pdhal uda nyaman ptm jujur😭,7,POSITIF
449,@subschfess ptm walau gue ansos,-5,NEGATIF
450,Gue ptm dari jam 7-9 wkwkwk itu sekolah apa nongkrong pakk,-4,NEGATIF
451,@Titaleys @SIUPERNOVA ptm 50% pasti susah klo dipaksain offline semua makanya online,-15.75,NEGATIF
452,"@convomfs engga, ini lgi PTM, minggu depan malah ptm 100% tpi pagi siang🙎🏻‍♀️",-2,NEGATIF
453,"salah satu sma fav di jogja. awalnya ak pengen bgt bisa masuk, eh alhamdulillah bisa. tapi pas awal-awal sekolah, pengen pindah soalnya ga seasik di smaven. tapi ternyata pas udh ptm, asik-asik aj https://t.co/0YH3FqyVmT",37,POSITIF
454,@orcanoe nggk suka ptm kak 😫☝🏻,3,POSITIF
455,@schfess Aku kelas ipa 3 dan meraka kalo ambis ambis bgtttt gt terus juga pada aktifff bgtt kerasa bgt kalo ptm,-2,NEGATIF
456,ptm disetop supaya bisnis pcr mandeg? oh tdk mgkin sy stuju https://t.co/W2gtHnekSO,0.75,POSITIF
457,"hadeu semoga senin besok beneran ptm lagi, gue ga sanggup pjj",-5,NEGATIF
458,"@convomfs nggak, baru hari ini masuk ptm lagi😭😭 seneng tapi nanggung banget, besok libur",3,POSITIF
459,@subschfess Kalo disekolahku pjj sama ptm sih sama aja. Klo pjj juga selama ini ada jadwal zoom full dari pagi sampe siang. Dan aku lebih milih pjj supaya ga ngekos,6,POSITIF
460,"@serpihanasgor asli sumpah, ptm aja egx dpt😔",9,POSITIF
461,@schfess padahal dah seneng PTM lebih gampang nyari nilai taunya PJJ😊,10,POSITIF
462,@Cintada16 Pancen menyebalkan cara berpoliiknya.. bahasanya kalem santun tapi nyebelin.. udah tau PTM kewenangan kapala daerah masih dilempar lagi ke Pak Luhut dg alasan SKB 4 mentri.,-2,NEGATIF
463,"@convomfs gapernah make alarm, gue otomatis bangun. Kl emg ptm gue bakal bangun jam 3 atau 4. Kalo libur biasanya jam 5-7",-3,NEGATIF
464,"Sekolah ku masih ptm, gatau bkl pjj ato gk",2,POSITIF
465,"@Mdy_Asmara1701 Pak @aniesbaswedan jgn dengerin LBP,  krn ini akan menjadi tg jwb bpk di akherat kelak, ptm hentikan aja pak, ga ush minta perse7 an istana",-1,NEGATIF
466,"belum pernah ngerasain ptm 100% karena lagi pkl, eh trs mau daring lagi?! surem bet putih abu"" sy 😭",-7,NEGATIF
467,"@velnoun aslinya gue kemaren masuk, ptm.. tapi tiba2 dikasih edaran lagi buat lanjut pjj.. gatau sampe kapan",-6,NEGATIF
468,"pdhal garagara ptm, ak jd egk nangis nangis lg https://t.co/kQM3bV6NoI",-13,NEGATIF
469,RT @KakakMade: Kenapa jadi drama ya? Sementara Gubernur Bali stop PTM kemarin malam aman aman saja.,-6,NEGATIF
470,"RT @orgcakepni: @schfess udh pjj lagi aja, banyak gaya jga ptm 100% di kira siswa nya semua pada taat prokes kali wkwk",9,POSITIF
471,"Jika demi kesehatan dan keselamatan anak-anak di DKI, abaikan saja penolakan itu Pak @aniesbaswedan.! Jalankan PJJ seperti di Bogor, Tangerang dan Bekasi. Jangan cuma ngadu ke media.  https://t.co/pAmH4X1o2V",-23,NEGATIF
472,"@detikcom Supaya ga sama2 salah, mari dibaca dulu isinya : Disini tidak ada kata yg menjelaskan penolakan selain itu disini orangtua bebas menentukan apakah anak didiknya mau PTM atau online. Dgn kapasitas maks 50%.",3,POSITIF
473,"@subschfess ptm, please gua gabisa pjj semua materi masuk nya lama bgt ga langsung konek, keterbatasan sinyal belom lagi kalo kelompok sumpah ya tuhan repot bgt walaupun bisa sambil nyantai tetep gasuka, ptm walaupun capek pulang pergi sekolah tp kaya seru gtu 😭",-4,NEGATIF
474,@schfess padahl w kemarin udh mulai nyaman PTM eh skrg pjj lagi,4,POSITIF
475,@pacarjuan Padahal baru ngerasain temen kelas beda pas masuk PTM,-8,NEGATIF
476,"@nayviyezet iyaaa yaallah,lu bayangin ptm aja kdng ssh masuk materiny apalgi daring🧟👆",-5,NEGATIF
477,@jokowi Apakah cucu anak dr LBP dan anak mendiknas  belum terkena Covid jadi DKI dilarang meniadakan PTM yg hanya boleh  PTM 50 % saja. Sedangkan beberapa daerah sudah menutup sementara PTM demi anak2 sekolahnya.,-22,NEGATIF
478,gue beneran gajadi ptm lagi😒c word caperrr anjir,-5,NEGATIF
479,@jejje113 Mending ptm lahh kak soalnya anaku msh di bangku dasar jd klu ada tugas dari guru mboknya yg puyeng🥴🥴,0,NETRAL
480,☁️ menurut lu aneh gk ptm mau pjj lagi tp bandara buat inter masi ttp buka??,17,POSITIF
481," @Cintada16 sebenernya kalo nggak males baca sudah tertulis jelas aturan yang dibuat pusat, bahwa PTM 100% untuk PPKM level 1 dan 2 (yang masuk kriteria).. daerah lain vaksinnya tidak seperti Jkt, jadi boleh tidak 100% nanti kalo nggak ngikutin dibilang tidak nurut aturan pusat ha ha ha.. https://t.co/a4etvzYZJv",1,POSITIF
482,Tolong dikeluarkan surat keputusan Kemediovud yangbjelas bahwa PTM 50% dan orang tua boleh memilih khususnya di wilayah depok karena sekolah anak saya sampai sekarang belum ada edramnya sementara senin tgl 7 febuari wajib masuk sekolah.,-14,NEGATIF
483,"nganterin adek ke sekolah, karna emng minggu ini jadwalnya dia hybrid. sampe sekolah suruh balik rumah karna kebijakan pemerintah stop ptm sementara. mantap mamank pegel kaki sy bcs make mobil manual mana rumah jauh kan, tp gpp untuk kesehatan kita bersamah👍🏻",3,POSITIF
484,sumpah gue baru aja kemarin ngerasa mulai nyaman PTM. sekarang balik pjj lagi :),-1,NEGATIF
485,pertemanan kita terhalang aku pjj kamu ptm.,5,POSITIF
486,@subschfess jujur ptm.. soalnya pas pjj tugas jadi ga ngotak,6,POSITIF
487,kenapa kemarin ptm 100% ya padahal udah tau ada omicron udh naik lagi.. coba kalo masih sesi sesi masih bisa berkurang lah ini https://t.co/nJ8UWnesX8,5,POSITIF
488,"@Fangrilsejati_ @txtdrjkt Syukur deh, wlpn daring bikin pusing tp drpd lu kenak covid:( moga aja lu ujian kelulusan nya pas ptm cepet kelar ajalah gue juga stress covid molooooo",2,POSITIF
489,"@xjefferyy Wkwk iyaa, cuma ptm ga enaknya bangun lebih pagi (?)",-1,NEGATIF
490,"RT @baharst28: @Mdy_Asmara1701 Di satu sisi menyetop PTM, LBP tdk mau..
Di sisi lain, LBP teriak2 covid msh terus meningkat..
Jadi, apa mak…",0,NETRAL
491,"@piwchicks @schfess respon sekolah cuma berhati hati doang, tapi ptm tetep lanjut even guru gajelas",13,POSITIF
492,"@fadlizon kalo sekarang PTM disetop, nanti puasa dan lebaran sikopid jadi sepi dong. paham?",-7,NEGATIF
493,senin udah ptm terbatas alias gue msih takut buat ptm :D soalnya sekolah gue paling tinggi yg kena covid,12,POSITIF
494,@kdmliz ptm dan gua sngt males ketemu temen,-12,NEGATIF
495,"Gini ya,ptm itu lgi omicron gini angka itu 27rb bukan angka real,jadi liat angka satgas itu jgn loe telen mentah2,jadi tolol ,jauh dah juta an/ hari yg kena omicron,baik gej ringan/sedang,klo mau ptm,gak papa,tes pcr nya gedor,tiap sklh,/minggu,min 50%dri jmlh siswa @tvOneNews https://t.co/INOCw08e3u",-8,NEGATIF
496,"Selamat pagiii @AM_EllaJKT48 
PTM ga hari ini? Atau PJJ
Aku PJJ kembali krna ada bbrp kasus covid di sekolah..",nan,POSITIF
497,"@subschfess guruku pas daring gitu, ngajar di negri (sekolahku) sama di swasta kan. Nah pas udh mulai ptm akhirnya guruku ini mutusin buat resign dri yang swasta sih soalnya di negri dia ngajar banyak kelas",10,POSITIF
498,"RT @Catatan_ali7: DUNIA MALAM Masih bebas dibuka DUNIA PENDIDIKAN (PTM) Mau distop selama sebulan diganti pelajaran jarak jauh ORANG KAYA…",5,POSITIF
499,pasti yg ptm di pondok lg seru bgt 💔,5.25,POSITIF
500,"temen gue yg yg jarang masuk ptm, giliran hari ini full online dia malah masuk sklh 😭 mana bukan sesi dia lgi",-6,NEGATIF
501,gue ramal tgl 7 jan gue gajadi ptm,-16,NEGATIF
502,"si geblek, lagi pilek tapi masuk ptm😒",-11,NEGATIF
503,@watashiure kenapaa?? ptm bukannya lebih cape??,-5,NEGATIF
504,@junmyeonnnie_ belum tau tapi disini masih ptm 50% pjj 50% jadi masih gantian gitu,-3,NEGATIF
505,pengen ptm lg biar bisa ketemu ayang,5,POSITIF
506,"@subschfess ptm gatau knp seru aja ptm, selain cepet nyambung jdi bisa ketemu temen juga jadi belajarnya ga kerasa cape, cuma kurangnya kebanyakan kerkom mulu",3,POSITIF
507,Kalian capek gak ptm ?,4,POSITIF
508,"Evaluasi PTM 100% , Pimpinan Komisi DPR RI X : kantor-kantor saja Pada WFH , masa PTM gak ditengah Lonjakan Covid-19. Benar juga dan setuju pendapat , Komisi X DPR RI tersebut • Ini bukan Penyakit musiman ini virus walaupun Tingkat Kematiannya rendah. https://t.co/Qd46GJ6b02",9,POSITIF
509,"PTM baru dimulai,katanya sarat masuk PTM 100% anak anak harus vaksin,kok tetiba PTM dibatalkan krn ada Omicron datang,trus fungsi vaksin buat apa?jujur nanya saya inimah....Ruwet!!!!",-25,NEGATIF
510,"@schfess Pati, semarang alhamdulillah masih ptm",8,POSITIF
511,super duper mega kesel karna ga jadi ptm,-1,NEGATIF
512,Udah nyaman PTM tiba tiba Daring tuh kayak dighosting cowok 🙏🏼,6,POSITIF
513,"RT @urikusuma: @aik_arif Anak saya kena positif setelah di paksa hrs mengikuti PTM, jika tdk ikut maka tdk dpt materi dr sekolah, skrg kena…",-12,NEGATIF
514,"@BULLFRONT @jokowi Kan sudah jelas, 50% kehadiran. Trus orangtua berhak memilih anaknya PJJ. Jadi deal sekolah langsung dengan ortu siswa. Dalam hal ini pemda melalui disdik gak bisa memaksa PTM kalo nyatanya ortu memilih PJJ",15,POSITIF
515,Ya Allah pengen ptm terus aku capek. Pengen PTN juga,21,POSITIF
516,"@jihoonluv00 Enak sih, tapi tugas sisa PTM masih banyak  ╥﹏╥",3,POSITIF
517,"@schfess sekolah biasa ptm, ulangan online 👍",5,POSITIF
518,"supaya si om icron terus meningkat, sehingga ke depannya ada alasan utk ini itu mengingat bulan puasa dan idul fitrinsemakin dekat. baguslah *ngupil* https://t.co/dZOCFKiwq0",4,POSITIF
519,sudah nyaman ptm 😔,9,POSITIF
520,RT @vvvroomskrt: hot people sakit menjelang ptm,-6,NEGATIF
521,@JAEYUN2002 huaa udh ptm lgi toh,2,POSITIF
522,"ptm, dikasih tugas guru, gurunya ada rapat, ngerjain tugas sambil nonton upin ipin👍",6,POSITIF
523,sedih si kalo ptm dihentikan,-6,NEGATIF
524,@pinkybukanpink ANJDDNAKNS UDH NYAMAN SAMA PTM GASI,13,POSITIF
525,"Ptm capek fisik
Pjj capek batin",8,POSITIF
526,wkwkwkjwks iyaa anjg gua selalu blg males ptm tp akhir akhir ini lagi nyaman https://t.co/Ke7udThNG6,-10,NEGATIF
527,"@simplyharuta tapi msih kyk shift2an gitu sih, gak sepenuhnya ptm. mangat kita!!!",-3,NEGATIF
528,@subschfess Setengah2. Ptm karena enak bisa langsung diskusi bareng temen kalo ada materi yg ga paham. Pjj karena punya banyak waktu buat belajar utbk.,10,POSITIF
529,"@schfess katanya mau pjj 50% ptm %, tp ada yg bilang mau pjj 100%",13,POSITIF
530,"@ryndxz_ enak bangeett, gue udah gumoh ama ptm😭",8,POSITIF
531,@O6O6sites pengen ptm bgt g si lo allllllll,4,POSITIF
532,"@schfess gabisa full ptm lah, tp pjj juga say no, jd sy pilih ptm 50%",-3,NEGATIF
533,kalo ptm 50% ketauan bgt banyak yg jahat wkwk,-5,NEGATIF
534,"The King Of Bodat.
Klo PTM disetop, otomatis bisnis PCR nya ga jalan https://t.co/Gwz7V3z4q3",0,NETRAL
535,"@CahTalang2 @bisnis_h @CNNIndonesia @LuhutBinsarFans Yap... Tutup aja semua ya... 
Biar pada mencekam semua biar pada sukses bisnis kesehatannya... 
Saya justru melihat,  pemerintah pusat lebih realistis... Dengan tetap mengijinkan PTM... 
Yg minta PTM dihentikan cuma ""pansos?""",3,POSITIF
536,"@convomf ptm, bisa deket sama temen, cepet paham sama materi. dan terakhir, dapet duit jajan",7,POSITIF
537,"@schfess padahal udh enak ptm dpet duit jajan, eh malah daring lagiii😀",9,POSITIF
538,@vaniilabluee Sad bngt...padahal udh enak PTM,7,POSITIF
539,@hsgthan tim ulangan PJJ materi PTM,-5,NEGATIF
540,"@schfess boro boro pjj, sekolah gue dari agustus 2020 ptm 100% hhh",-8,NEGATIF
541,@schfess purworejo jateng ptm 100%,0,NETRAL
542,"RT @francmohede: Dengan keraguan tinggi gue juga senang dan dukung banget anak2 bisa PTM, termasuk Masgub @aniesbaswedan yang juga punya an…",6,POSITIF
543,"aku daring lagi, soalnya ada guru yg positif, pdhl mh enak ptm 😢",14,POSITIF
544,"RT @Catatan_ali7: PTM harus tetap berjalan demi para penerus bangsa mendapatkan Pendidikan yang layak dan semestinya

CAFE CAFE NOH DISELUR…",8,POSITIF
545,"@schfess cirebon, padahal anak sekolah udah da yg positif. dan ini info dari sekolah juga wkwk ptm 100% pake masker pas dokumentasi doang https://t.co/4QRFJQXZD7",8,POSITIF
546,gimana ni senin ptm lg tp gue gadiizinin nyokap😭,-9,NEGATIF
547,@nayeonlucu ah seruu masih ptm,5,POSITIF
548,demi apa demi apa demi apa gua kngn bgtttt djwhdjsbfujrjfn aaaa gila ptm bener bener all day yang kayaaa anjr ga smpt bngt buka twt ngikutin anak anak lelahh ptm 😭😭😭😭😭😭,8,POSITIF
549,"@lucywiryono Ah bisa2 aja, PTM Jakarta 100% lho, terlebih usulan Anies ditolak sama Luhut.. Hebat kan",0,NETRAL
550,@nzhcl enak banget masih ptm,6,POSITIF
551,@subschfess PTM enak ga dikurangin uang jajan+ketemu temen temen dan belajarnya bener kalau PJJ aku males ngerjain tugas😭,3,POSITIF
552,Tapi ga bisa sekarang sekolah udh full ptm😔,8,POSITIF
553,ini krn ptm diberhentikan sementara moots pada on ga ya 🤔,-9,NEGATIF
554,gue udh nyaman ptm tapi klo kondisinya ga nyaman gini mending pjj aja lgi,9,POSITIF
555,"@4macio Tapi gue ga di sekolah, gue pjj😭 kalau ptm ga mungkin kesiangan😭",-3,NEGATIF
556,"Pdhl kemaren masi ptm 100%, dan nanggung bgt hari ini jumat aaaa",-1,NEGATIF
557,"RT @mouldie_sep: Ada satu sekolah di Bekasi
PTM ditutup pemerintah
Tapi tetep masuk
Ngga usah pake seragam
:(

Kenapa tetep PTM? Karena mos…",4,POSITIF
558,"@blbarunich @schfess Oiya, disekolahku sampe sekarang malah tetep nerapin PTM 100%, padahal ada beberapa anak yang positif",9,POSITIF
559,semoga hari ini gajadi ptm :'',-3,NEGATIF
560,@sunricberry_ ENAK BANGET MASIH PTM😞😞😞😞 SEMANGAT PTMNYAH🙄💪,10,POSITIF
561,w sdh mls ptm kalo 50% jdi semoga senin ga sklh 😭😭😭,4,POSITIF
562,"Aduh rencana mau ngekost disuruh nunda dulu soalnya virus makin naik, adekku yang udah ke sekolah disuruh pulang trs keknya bakal ga dibolehin ptm lagi😭",3,POSITIF
563,"@convomf bener si, aku juga ngerasa gitu nder. kemaren perasaan baru aja PTM, kerasanya cuma seminggu ternyata uda 2 minggu PTM, eh ternyata aku juga uda seminggu balik PJJ dan ga kerasa sama sekali",4.5,POSITIF
564,@marschweitzer di aku masih ptm huhu,2,POSITIF
565,Mingdep jadinya ptm 50% yey aku ga diizinin ke sekolah :D,5,POSITIF
566,"AKU TIM PTM 😤‼️
(-) PJJ : ga produktif, sering ngantuk (mana kalo ngantuk ada backup-an kasur 👎), ga ada dorongan buat belajar krna mikirnya “ah yaudah nnti aja toh gabakal ditanya sma guru”, ga ada basreng or all abt micin lainnya di rumah ANDDDD i cant meet w my friends 🙄 https://t.co/7VBhW4CLGV",7,POSITIF
567,"@Yyaoca_ IYAA BENERRRR, pdhl udh terbiasa ptm",11,POSITIF
568,"@xezens @subschfess iya emg agak ribet. tp drpd sama skali ga ptm, cape juga pjj trus ga ada interaksi dgn guru. mau chat guru pun kek segan bgt, itu pun bukannya lngsng direspon. klo ptm gitu kan enak lngsng direspon :"")",8.25,POSITIF
569,"@treatstars Ini gimananya lebih ke konteks ptm pjj kali ya
Aku lagi libur semester sekarang mah
Semester genap nanti sama kayak sebelumnya, offline buat yang mau ajaa, aku blom mau jadi masih di rumahh 😂",13,POSITIF
570,"RT @l0eydust: @schfess @netacakep org"" kok pada demen pjj dah wkwkwkw, iya gue tau emg situasi nya ga memungkinkan bgt buat ptm, tapi ya ka…",-6,NEGATIF
571,"@Brandenburg__ Wkwk aku pribadi lebih prefer ke PTM Krn bisa lebih produktif
Takut bgt klo PJJ lgie",0,NETRAL
572,PTM BIKIN MAKIN GA TENANG HIDUP,9,POSITIF
573,@cloudvanguard1 @rhezas8 @E_Pramono @nynov @CNNIndonesia Diatas ptm tetap hrs jalan krn aturannya level 2 ....... Jd surat diknas tdk mengatur sekolah boleh pjj.... Klu mau masuk hrs antigen..... Akal2an pengusaha,6,POSITIF
574,"@kthllcyv huhuu enak nyaa, aku terakhir ptm kmrin😔",7,POSITIF
575,@schfess tapi udh nyaman sama ptm :( cuma kalo masuk buat cari penyakit buat apa?,0,NETRAL
576,"iy anjing ngeselin bgt pas ptm bukannya blg makasih udh gw bagi ilmu gw eh malah digituin, gw gigit lo https://t.co/SMV7tC3ElL",-14,NEGATIF
577,"RT @bisnis_h: @CNNIndonesia Keliatannya opung ingin lihat pada jatuh sakit itu kan jadi proyek lagi, tp gak mau PTM stop, hanya berkurang d…",2,POSITIF
578,suka ptm tapi kl ulangannya pjj aja bisa ga,3,POSITIF
579,sekolah ku udah ptm 50% lagiii😔,5,POSITIF
580,gue seneng ptm mau nagih duit 😆,7,POSITIF
581,asli gua benci bgt ptm 50% anjinggg,0,NETRAL
582,"@kanirarastra @cerevbrum @schfess mjb, dari temenku yang kalo gasalah ayahnya kerja di dinas pendidikan katanya hari ini ada rapat buat bahas ptm/pjj",4,POSITIF
583,@pevjabatt wahh semangatt yg masih ptm!! jangan lupa prokes yaa,2,POSITIF
584,"@jaeyongcib Gaenakk, maunya ptm :((",-4,NEGATIF
585,ALHAMDULILLAH SENIN JADI PTM😎😎😎😎😎😎😎😎😎😎😎😎😎,6,POSITIF
586,"Padahal Presiden sudah minta PTM dievaluasi.. 
Presiden lho yang minta, PRESIDEN!!!! https://t.co/CSRyEsdKnd",14,POSITIF
587,"Gue setuju ptm full, soalnya seru. Tapi karena keadaan lagi gak memungkinkan, yaudah 50%

PJJ MENYIKSA BANGET YA ANJIR BUAT ANAK SMK. TAR GUE LULUS NGANG NGONG NGANG NGONG 🤗🤗🤗🤗🤗🤗🤗🤗🤗 https://t.co/IVtGNNaFxd",-5,NEGATIF
588,"@schfess Sukoharjo. tp kmrn kelas sebelah smuanya tes swab krn ada 1 yg +c19. Ini nunggu dlu kalo hasilnya negatif smua bakal lanjut ptm, kalo ada yg + lagi pjj 2 minggu",-14,NEGATIF
589,"@KangSerox @E_Pramono @nynov @CNNIndonesia Tujuannya kan emang gitu, biar terpaksa pada PCR, krn omicron ini susah ketangkap antigen. 
Kalo dr awal ada option PJJ dan PTM, mungkin bisnis ga akan selancar ini. 
Belom lagi kaum anti masker, mereka kayaknya yg paling untung kalo penyebaran masive.",-13.5,NEGATIF
590,KEREN DEH KALO DIPIKIR² WAKTU PTM TUH JAM SET 6 UDH MANDI,4,POSITIF
591,"AAAAAA GUE BARU BANGUN, AKDHDHSKS BOLOS PTM ANJRITT",-5,NEGATIF
592,klo ptm udh gue tampol buku,1,POSITIF
593,"@schfess Wonogiri nder, masih ptm. tapi yang di kota malah pjj, ada yang kena soalnya. Doainn di tempatku biar gak kena PJJ 😭",0,NETRAL
594,@kiabercerita GUE IRI BGT SM YG MASIH PTM ANJG,-7,NEGATIF
595,"@sadgittagirlz pdhl udh nyaman bgt ptm :(( semoga aj pjj ini bnr cuma 2 minggu, rada trauma soalnya sama kata ""2 minggu""",14,POSITIF
596,"RT @fadlizon: Ini aneh. Harusnya ketika Covid 19 sdg tinggi ya PTM dihentikan sementara. Kalau sdh landai, PTM bisa dilanjutkan. Siapa yg b…",6,POSITIF
597,"kalau PTM?
waktu ketemunya lebih lama
interaksinya lebih besar
kok kok kok https://t.co/zUwnqEugBT",0,NETRAL
598,Gamau PTM 😭,-4,NEGATIF
599,"@PJW3404_ pjj mulai dari kemarin tapi cuma sampe tanggal 9, tanggal 10 udah mulai ptm lagi",-11,NEGATIF
600,"@tyuniverse__ huhuhu samaa, serentak deh ini di pjj in pdhl baru 3 minggu ptm:((",6,POSITIF
601,kalian skrg pjj/ptm??,0,NETRAL
602,"Bismillah kasian anak 
Sekolah baru aja ptm sekarang pjj lagi",-2,NEGATIF
603,"@schfess ptm 50%, jogja",0,NETRAL
604,@imurfuturepilot wiiih mantap muff aku jadi pengen lari lagi tapi kehalang sama ptm mulu jadi suka gak sempet😭,18.75,POSITIF
605,"@lita7lof iyasih kek maba, kan baru ptm ntr minggu depan 😭😭 ooh kirain diatas aku ekekeke",-1,NEGATIF
606,"Cape banget, baru aja mulai PTM beberapa bulan eh sekarang udah daring aja lagi. Gue ga mau woi kehilangan masa SMA gue dengan kenolepan",-3,NEGATIF
607,"@everyone_ggyu ptm, kalau di jelasin langsung masuk ke otak",2,POSITIF
608,"Vaksin sudah 100% lebih, PTM mau disetop. Gak ada guna. Percum tak bergun. https://t.co/XEPDjLjvHt",25,POSITIF
609,@wordmtchaa Semoga bisa ptm lagiii secepatnya yaaa,0,NETRAL
610,"@detikcom Halah, giliran nt di kasih PTM 100%,  lalu ada yg KOMPLAIN, nyalain LG pusat. Dasar buzzer DKI",4,POSITIF
611,aku belom nyobain ptm full pdhal :(,3,POSITIF
612,"@sadgittagirlz u too! 
udh pjj lgi aaaa pdhl udh seneng ptm😔",12,POSITIF
613,"sekolah gue ptm 100 persen ceritanya, tp yg pjj segini dari 30🤌🏻🤌🏻🤌🏻 https://t.co/HV3CmIMVFz",0,NETRAL
614,"@subschfess tim ptm, tapi untuk sekarang pjj aja lah daripada makin parah",-7,NEGATIF
615,anjir ptm 50%???????,1,POSITIF
616,@convomf hrsny ptm tp batal anjir jd daring,-2,NEGATIF
