clean_tweet,sentiment_result
beruntung say good bye walaupun capek ptm tetap aja bakal kangen seru ptm bitj daring gua ngerti lagi,18.0
kalau ptm pengen pjj kalau pjj pengen duit aku mah,6.0
anna ptm lebih enak sekarang daring lagi,4.0
lain ptm gua sakit rumah,-10.0
ok sekolah gue balik ptm terbatas lagi,1.0
gue ada anjing gamau ptm gila aja covid lagi drastis naik,-1.0
anjing ptm lagi,-6.0
aku nder mencoba berpikir lebih jernih kalau pjj kebanyakan main males offcam sudah merhatiin kalau ptm asik walaupun sepi kelasnya rasanya kaya bimbingan belajar lebih fokus ditambah pasti ada catatan mata pelajaran kalau ptm,15.0
lagi pjj katanya ptm gatau perpanjang lagi,-6.0
ab salah strategi pintar mengubah jadi panggung politik aslinya perlu minta persetujuan karena kewenangan daerah buat ngurangin ptm misal jadi kalau stop mungkin belum maunya ptm minta perstujuan lbp jelas ngaco,10.0
penting cari jalan keluar biar tidak merugikan dikanal berita sudah bagus idenya ptm tempat usaha dibatasi tempat usaha langgar prokes dibatasi ternyata sadari melebih aturan,-8.0
mata pelajaran sesuai jadwal ptm bangsat jadi ngacak,-1.0
gua mau nangis males karena mendengar berita ptm  sudah mana ulangan diundur melulu gua sedih bangett,-27.0
morning makji sedih banget aku karena sudah ptm lagi,-3.0
ndak gak tau sekolahku ptm,1.0
ptm soalnya kelas gue lebih enak kamar gue,-8.0
ptm stop aja plis beresiko bangett,-2.0
jangan lupa sarapan mandi pagi kalian semangat buat pjj ptm kuliah kerja,8.0
semangat nder semoga cepat balik ptm lagi,2.0
semenjak ptm gue sudah begadang,-2.0
pjj sjdbdjejdifj sangat menyedihkan pjj ptm,-4.0
gue sudah mulai ptm keinget gapernah ketemu crush gue sekolah gue pengen ketemu krass,-3.0
susah memahami jalan pikirannya memprediksi puncak wabah covid omicron februari penerbangan internasional dibuka keramaian mall terjadi tingkat hunian rs terjadi ptm jalan,0.0
oh maksudnya suka ptm sekarang mah aku pjj,4.0
sedih bangett ptm terbatas lagi,-6.0
hahaha lain ptm gue malah online lagi,-10.0
buat mikir buat ptm mending jangan deh covid lagi serem banget sekolah gua lockdown karena banyak positif sekitar keluarga gua kena stay safe healthy yaa sering sering vitamin sama makan sehat kalau dingin dingin coba tunda deh kalau sakit jangan panik,8.0
sch meski sekarang lagi pjj love ptm much,1.0
ptm setengah aja dah mau lulus bentar lagi soalnya,1.0
amin amin males pjj mau ptm lagi aja,6.0
walau pjj enak rumah pakai seragam ribet deh ptm seru bangett,3.0
gue kalau abis pjj lama masuk ptm lagi suka jadi males anjir,-12.0
ptm enak lebih akrab sama temen sekelas ketawa bareng temen sekelas walaupun pjj sambil rebahan susah buat mengerti materi jadi ofc enak ptm,25.0
tenaga kesehatan teriak covid disisi ptm anak sekolah batal disisi lagi mall tempat kuliner hiburan pasar rame lalu mau hehe,1.0
gue gak ngebayangin ptm soal absen gue jadi genap aaaaaaa anjing,-22.0
keren ptm,0
ptm denger katanya mau pjj lagi aku lebih suka pjj,5.0
gatau dah besok kelanjutannya besok ptm kagak,-2.0
pjj soalnya kalau pjj kaya fleksibel aja waktunya kalau ptm capek banget asli bener bener gak kuat,11.0
anak saya kelas sma keluarkan oleh pihak sekolah karena memilih tidak mengikuti ptm,-23.0
tim ptm soalnya kalau pjj kaya libur gurunya kalau pjj suka kasih materi bentar tiba uh sebel,-1.0
gua ptm aja ya,1.0
ptm seru bareng temen pjj tugasnya makin banyak,13.0
buat ptm semangat ya,9.0
terlanjur nyaman ptm meskipun pulang pulang encok,-1.0
dah ada pilihan buat tua ptm pjj,3.0
yahhh masa nanti ptm lagi,-7.0
pls ptm jangan sampai pakai absen ganjil genap mending aja shshsjdjd,-4.0
ya allah mau ptm,14.0
beneran ptm,3.0
sudah ptm lagi ditempatku ptm bang anak sd buset jajan berkerumun,-4.0
semangat nder semoga cepat balik ptm lagi,2.0
aneh banget ptm gak anak kelas aja soalnya sibuk,7.0
pjj niss gajadi ptm gegara word lagi naik,-7.0
anjing masa sudah ptm dikasih tugas gcr,2.0
katanya tak begejala bergejala ringan ptm dki tetap dilanjutkan kalau ngerasa sakit segera pcr diuntungkan dari situasi seperti,-7.0
pagi enak banget ptm,7.0
sudah saya contohkan kalau ptm ditutup cari uang kalau cafe ditutup gak ada omset karyawannya kerja pajak pasti berhenti mungkin terjadi menurut saya lho salah contoh pertimbangannya mungkin kalau mau jelas tanya gub,1.0
iyaa mager ptm karena nggak punya temen wkwk,-10.0
pengen cepet cepet ptm,7.0
kampus aing gak jadi ptm feb aja sekalian online aja karena kasus lagi naik sekolah sma aing sudah kena,-4.0
yaudah kalau ptm jalan sekalian cabut status pendemi biarin rakyat hidup bebas malah gak jelas desember berita covid terkendali ehh sekarang naik lagi covid covid tai kucing,-20.0
aaaaa tidak ptm lagi,-2.0
kalau pertimbangnya sektor ekonomi pendidikan ada pertimbangan seperti ditulis dalam berita,1.0
ptm boleh mudik boleh awas aja yaa,6.0
iya duh takut banget mau ptm semoga pjj aja deh ngeri,0.0
sadar pjj goblok ptm,-2.0
sudah bener ptm malah daring lagi ngentot,1.0
sudah seneng ptm eh pjj,10.0
ptm ihh enak bangett,-2.0
kalian jadi pjj sampai seterusnya gue cuma aja pjj balik ptm,-6.0
amin banget kalau pjj mah serem banget kalau liat banyak ptm,3.0
gak banget dah sudah enakan ptm,6.0
yuk ptm lagi,2.0
bagi perusahaan menerapkan test tracing baik prokes kendor ptm sangat mempengaruhi,8.0
jika kesehatan keselamatan anak anak dki abaikan saja penolakan jalankan pjj seperti,-12.0
kasian banget daring lagi alhamdulillah aku ptm hihi,3.0
iri iri iri sama ptm,-9.0
sudah nyaman ptm eh daring lagi,7.0
gilaa kasus covid banget sudah ptm mampus aduh muka tenggelam aja,-2.0
sorry gue lebih suka ptm deh hybrid penting ptm mata kuliah gue praktek,-9.0
sekolah gue ptm anjing lagi nekat banget sekolah gue,-5.0
kalau benar omicron sangat berbahaya ada ditolak permohonan penghentian ptm maka menolak telah melakukan perencanaan pembunuhan kepada anak sekolah para pendidiknya kira begitu pendapat saya,-7.0
sekolah ptm yes,6.0
ptm gue selalu kehilangan semangat belajar kalau pjj kalau sekolah sambil ngobrol diskusi sama temen materi jadi lebih ngerti,4.0
kalau selama masuk ptm jaga prokes yes salah kalau sudah pakai masker jaga jarak tetap kena ofc ur fault emg mulutnya kayak anjing nder anggep aja anjing menggonggong angin lewat semangat sender,1.0
kalau aku ptm doang belajar dari rumah sama setengah sekolah belajar dari rumah deh,0.0
kalian sudah ptm kalian lebih suka online offline guys,10.0
bukan bela setidaknya sudah tolak ptm seperti sekarang ditolak pemerintah pula dalam sisi lebih baik,3.0
iya jelas ptm dong stres gue pjj mulu,-5.0
ptm lanjut sekolah mewajibkan swab antigen mandiri lumayan tiap tua murid keluarkan dana ekstra antigen catatan ada anak sekolah swab antigen mandiri sekali swab,5.0
punya sekolah maksa banget ptm mau aman,7.0
iih males banget sekolah gue ptm lagi,-11.0
aku sekolah online lagi sudah enak ptm pakai sesi,13.0
bingung mau seneng sedih ptm distop,5.0
ptm dibuka ditutup anies bakal tetap disalahkan oleh pembencinya soal pilres kalau emang suka gak usah dipilih skip aja gak usah buat narasi seolah paling pinter memangnya sudah lakukan,20.0
kalau bentar ptm gue mau menghilang aja deh,-2.0
iya enak ptm,5.0
gue sudah ptm dari januari eh sekarang pjj lagi sedih,-11.0
curiga kalau sekolah cuma jam doang way pjj lagi cuma dibagi sekali ptm pjj,-4.0
bukan soal taat lebih punya kesadaran lebih lagian pertimbangan sektor ekonomi jadi tentu pertimbangan kalau usaha gak buka gak makan kalau sekolah gak buka masihlah makan lagian kalau ptm gak ditutup pasti tetap disalahkan apapun salah anies sekarang,-2.0
delta kluster perkantoran sulung omicron kluster ptm tengah lelah sangat,6.0
belum ada temuan klaster corona sekolah sragen ptm tetap berjalan persen,12.0
tutup dunia malam jika semua sudah tutup semua sasar sekolah stop ptm lh cafe cafe jakarta terutama,-1.0
wkwk liat dah kata ptm supaya anak paham anjeng paham bapak zoom pakai laptop siswa web cam gak dipake internet pakai kuota gue super duper mega get well soon buat gue kuota dipakai buat rumah paham,-11.0
ptm diy kembali persen wali murid wah pusing pusing aku,2.0
jangan pikir nder saya lagi ptm,-8.0
gue daring lagi sudah nyaman ptm jujur,7.0
ptm pasti susah kalau dipaksain offline semua makanya online,-7.0
engga lagi ptm malah ptm pagi,-1.0
nggak suka ptm,-2.0
aku kelas ipa kalau ambis ambis bangett aktif banget kerasa banget kalau ptm,-3.0
ptm distop supaya bisnis pcr mandeg oh tidak mungkin saya setuju,-6.0
hadeh semoga besok beneran ptm lagi gue sanggup pjj,-5.0
nggak masuk ptm lagi seneng nanggung banget besok libur,11.0
kalau disekolahku pjj sama ptm sama aja kalau pjj selama ada jadwal zoom full dari pagi sampai aku lebih milih pjj supaya ngekos,4.0
asli sumpah ptm aja dapat,9.0
dah seneng ptm lebih gampang nyari nilai taunya pjj,10.0
pancen menyebalkan cara berpolitik bahasa kalem santun nyebelin sudah tau ptm kewenangan kapala daerah dilempar lagi luhut alasan skb mentri,-1.0
make alarm gue otomatis bangun kalau emg ptm gue bakal bangun jam kalau libur biasanya jam,-5.0
sekolah ptm gatau bakal pjj gak,-4.0
jangan dengerin lbp karena menjadi tanggumg jawab akhirat kelak ptm hentikan aja usah minta perse istana,-1.0
sudah pjj lagi aja banyak gaya ptm kira siswa semua taat prokes wkwk,12.0
jika demi kesehatan keselamatan anak anak dki abaikan saja penolakan jalankan pjj seperti bogor tangerang bekasi jangan cuma ngadu media,-20.0
supaya ga sama salah mari dibaca isinya tidak ada kata menjelaskan penolakan selain disini tua bebas menentukan apakah anak didiknya mau ptm online kapasitas maksimal,-12.0
ptm please gua pjj semua materi masuk lama banget langsung konek keterbatasan sinyal belum lagi kalau kelompok sumpah tuhan repot banget walaupun sambil nyantai tetap gasuka ptm walaupun capek pulang pergi sekolah kaya seru,-2.0
gue kemarin sudah mulai nyaman ptm eh sekarang pjj lagi,4.0
gue beneran gajadi ptm lagi word caper anjir,-5.0
mending ptm lahh kak anaku bangku dasar klu ada tugas dari guru mboknya puyeng,-2.0
sebenernya kalau nggak males baca sudah tertulis jelas aturan dibuat pusat bahwa ptm ppkm level masuk kriteria daerah lain vaksinnya tidak seperti jkt jadi boleh tidak nanti kalau nggak ngikutin dibilang tidak nurut aturan pusat ha ha ha,21.0
nganterin sekolah karena emg jadwalnya hybrid sampai sekolah suruh balik rumah karena kebijakan pemerintah stop ptm sementara mantap mamank pegel kaki saya make mobil manual rumah jauh kesehatan bersama,2.0
sumpah gue aja kemarin ngerasa mulai nyaman ptm sekarang balik pjj lagi,-1.0
kemarin ptm sudah tau ada omicron sudah lagi coba kalau sesi sesi berkurang,6.0
syukur deh walau daring pusing kena covid moga aja ujian kelulusan ptm cepet kelar aja gue stress covid mulu,-5.0
respon sekolah cuma berhati hati doang ptm tetap lanjut even guru gajelas,13.0
sudah ptm terbatas alias gue takut buat ptm soalnya sekolah gue paling tinggi kena covid,4.0
ptm gua sangat males ketemu temen,-7.0
ya ptm lagi omicron angka itu bukan angka real jadi liat angka satgas jangan telan mentah jadi tolol jauh dah juta kena omicron baik ringan sedang kalau mau ptm gak tes pcr gedor tiap sekolah min dari siswa,-2.0
guru daring ngajar negeri sekolahku sama swasta sudah mulai ptm akhirnya guru mutusin buat resign dari swasta soalnya negeri ngajar banyak kelas,8.0
dunia malam bebas dunia pendidikan ptm mau distop selama diganti pelajaran jarak jauh kaya,6.0
ptm bukannya lebih cape,-5.0
belum tau disini ptm pjj jadi gantian,-3.0
pengen ptm lagi biar ketemu sayang,6.0
ptm gatau seru aja ptm selain cepet sambung jadi ketemu temen jadi belajarnya kerasa cape cuma kurangnya kebanyakan kerja kelompok mulu,1.0
evaluasi ptm pimpinan komisi dpr ri kantor kantor saja wfh masa ptm gak ditengah lonjakan covid benar setuju pendapat komisi dpr ri tersebut bukan penyakit musiman virus walaupun tingkat kematiannya rendah,nan
ptm katanya sarat masuk ptm anak anak vaksin tetiba ptm dibatalkan karena ada omicron datang fungsi vaksin buat ajujur nanya saya mah ruwet,-25.0
super duper mega kesel karena ga jadi ptm,-3.0
sudah nyaman ptm tiba tiba daring kayak ghosting cowok,6.0
anak saya kena positif setelah paksa mengikuti ptm jika tidak ikut maka tidak dapat materi dari sekolah sekarang kena,-12.0
sudah jelas kehadiran tua berhak memilih anaknya pjj jadi deal sekolah langsung tua siswa dalam hal pemda melalui disdik gak memaksa ptm kalau nyatanya tua memilih pjj,12.0
ya allah pengen ptm aku capek pengen ptn,21.0
sekolah biasa ptm ulangan online,5.0
sudah nyaman ptm,9.0
ptm dikasih tugas guru gurunya ada rapat ngerjain tugas sambil nonton upin ipin,6.0
sedih kalau ptm dihentikan,-6.0
anjir sudah nyaman sama ptm gasi,13.0
wkwk iyaa anjing gua selalu males ptm lagi nyaman,-10.0
enak bangett gue sudah gumoh sama ptm,7.0
pengen ptm banget,4.0
ptm deket temen cepat paham sama materi duit jajan,7.0
sudah enak ptm dapat duit jajan eh malah daring lagi,10.0
sad banget sudah enak ptm,7.0
boro boro pjj sekolah gue dari agustus ptm haha,-10.0
keraguan tinggi gue senang dukung banget anak ptm termasuk masgub punya,6.0
aku daring lagi soalnya ada guru positif enak ptm,15.0
ptm tetap berjalan para penerus bangsa mendapatkan pendidikan layak semestinya cafe cafe diseluruh,8.0
cirebon anak sekolah sudah ada positif info dari sekolah wkwk ptm pakai masker dokumentasi doang,7.0
ah seru ptm,5.0
gua kangen bangett aaaa gila ptm bener bener day kaya anjir sempat banget buka twt ngikutin anak anak lelah ptm,9.0
ah aja ptm jakarta lho terlebih usulan anies ditolak sama luhut hebat,0.0
enak banget ptm,6.0
ptm enak dikurangin uang jajan ketemu temen temen belajarnya bener kalau pjj aku males ngerjain tugas,3.0
sekarang sekolah sudah full ptm,8.0
gue sudah nyaman ptm kalau kondisinya nyaman mending pjj aja lagi,9.0
enak banget ptm semangat ptm,10.0
sudah mls ptm kalau jadi semoga sekolah,4.0
aduh rencana mau ngekost disuruh nunda soalnya virus makin naik sudah sekolah disuruh pulang kayaknya bakal dibolehin ptm lagi,nan
bener aku ngerasa nder kemarin perasaan aja ptm kerasanya cuma ternyata uda ptm eh ternyata aku uda balik pjj kerasa sama sekali,3.0
aku ptm huhu,2.0
jadinya ptm yey aku diizinin sekolah,5.0
iyaa bener sudah terbiasa ptm,11.0
iya emg agak ribet sama sekali ga ptm cape pjj ada interaksi guru mau chat guru kayak segan banget bukannya langsung direspon kalau ptm enak langsung direspon,11.0
lebih konteks ptm pjj aku lagi libur semester sekarang mah semester genap nanti sama kayak sebelumnya offline buat mau ajaa aku belum mau jadi rumah,16.0
demen pjj dah wkwk iya gue tau emg situasi ga memungkinkan banget buat ptm,-7.0
wkwk aku pribadi lebih prefer ptm karena lebih produktif takut banget kalau pjj lagi,1.0
ptm makin tenang hidup,9.0
pramono ptm tetap jalan karena aturannya level jadi surat diknas tidak mengatur sekolah boleh pjj kalau mau masuk antigen akal pengusaha,6.0
huhu enak aku ptm kemarin,7.0
sudah nyaman sama ptm cuma kalau masuk buat cari penyakit buat,0.0
iya anjing ngeselin banget ptm bukannya makasih sudah gue bagi ilmu gue eh malah digituin gue gigit,-17.0
keliatannya opung lihat jatuh sakit jadi proyek lagi gak mau ptm stop berkurang,-7.0
suka ptm kalau ulangannya pjj aja,3.0
asli gua benci banget ptm anjing,-1.0
gaenak maunya ptm,-4.0
alhamdulillah jadi ptm,6.0
gue setuju ptm full soalnya seru karena keadaan lagi gak memungkinkan yaudah pjj menyiksa banget anjir buat anak smk bentar gue lulus ngang ngong ngang ngong,-3.0
sudah nyaman banget ptm semoga aja pjj benar cuma rada trauma soalnya sama kata,14.0
aneh ketika covid sedang tinggi ptm dihentikan sementara kalau sudah landai ptm dilanjutkan,6.0
gamau ptm,-4.0
pjj mulai dari kemarin cuma sampai tanggal tanggal sudah mulai ptm lagi,-7.0
huhu sama serentak deh pjj ptm,6.0
wah mantap muff aku jadi pengen lari lagi kehalang sama ptm mulu jadi suka gak sempat,19.0
iya kayak mahasiswa baru ptm bentar oh kirain diatas aku wkwk,-1.0
cape banget aja mulai ptm beberapa eh sekarang sudah daring aja lagi gue mau woi kehilangan masa sma gue kenolepan,-4.0
ptm kalau jelasin langsung masuk otak,2.0
vaksin sudah lebih ptm mau distop gak ada guna percuma tak berguna,17.0
semoga ptm lagi secepatnya yaa,1.0
halah giliran kasih ptm ada komplain nyalain lagi pusat dasar buzzer dki,5.0
aku belom nyobain ptm full,3.0
sudah pjj lagi aaaa sudah seneng ptm,13.0
anjir ptm,1.0
ptm batal anjir jadi daring,-2.0
setuju nanti makin parah makin gak ptm full lagi,2.0
ptm karena ulangan jadi bentar aja,-2.0
daring penting jangan ptm pjj lagi,-4.0
gue ptm allah amit amit pjj lagi dah,-12.0
banyak izin ptm kalau kaya mending gue lanjut bobo,1.0
kalian ptm pjj pjj lagi ngentot sebel,-12.0
sudah senang ptm eh malah kembali online,10.0
jujur enakan ptm materi gampang banget masuk otak enaknya kalau ngerjain tugas pasti gurunya keliling jujur males sama guru keliling,16.0
ptm anak sekolah tindakan lagi gegara covid entah mengapa nggak ada antisipasi dari awal pihak sekolah dinas,-8.0
dom serang banten pjj ihh sekolah ptm jadi masuk ada sesi pagi sama banyak masuk soalnya takut sama omicron ada kena kalau kaya mending daring lagi gasi,6.0
pagi buka grup ada info kasus covid meningkat daerah sama  kurikulum jadwal berubah bakal blended learning utamanya online sudah ptm eh sekarang begini lagi seneng banget wkwk,6.0
gamau pjj pls sudah enak ptm,3.0
kangen ptm,3.0
semoga sekolah gue tetap ptm walaupun cuma sudah seneng,9.0
gue benci banget daring allah liat sekarang gue bangun anjir males mandi kaya semangat sekolah ayolah woi gue mau ptm,11.0
senang ptm lain sudah pjj lagi tiba sekolah aku diumumin pjj tengah malem aaaaaaa,10.0
betul enakan ptm,7.0
sebenernya enak ptm lebih ngerti materi cuma ptm nggak ada istirahat capek,4.0
anjing mau ptm lagi,-1.0
sekolah gue belum njir gue lagi nungguin pjj lagi soalnya cape banget ptm,-15.0
ptm kelas aja plis saya butuh interaksi sama temen kalau kesusahan,-13.0
membingungkan sisi gembar gembor covid meningkat lagi disisi lain bersikukuh tetap ptm maunya boss,-3.0
jelas ptm pjj makin males aku,1.0
pjj males ptm kebagian sesi sore mulu,-2.0
kasian banget jadi gue ptm full ketemu sayang ptm pakai sesi ketemu sayang sesi sekarang malah pjj sayang doyan banget diem dikelas hah cape duduk gatau kalau aku kangen lagi bentar lagi gue lulus woy,5.0
setuju ptm ditunda sampai penularan memang terjadi disekolah terjadi kerabat anaknya,19.0
anjir aku takut kalau tiba tiba ptm pembagiannya pakai absen ganjil genap anjir temen temenku genap anjir aku ganjil,4.0
mungkin maksudnya biar siswa terpapar omicron disetujui stop ptm dki mungkin lho,14.0
ptm aja deh segitu aja badan saya sudah remuk,-8.0
salah alasan mau ptm pjj banyak masalahnya,4.0
sekolah gue doang kayaknya kekeh ptm hadeh,-7.0
sudah enak ptm,10.0
aaaaa sedih banget sudah nyaman ptm,5.0
ptm males banget,-3.0
ptm males dibully lagi,-11.0
sudah nyaman ptm eh daring lagi sumpah,11.0
bukan ga suka sekolah ptm lebih kurang banyak momen temen kelas jadi kayak bosen bosen karena obrolan mulu kayak ga ada bahasan lain aslinya seneng ptm ketemu srek buat ono engga risih,-19.0
setuju jangan stop ptm,5.0
sejujurnya sekarang gue setuju karena gue sudah nyaman ptm gue sudah mulai kaya sebelum pandemi jadi anak mudah,3.0
jujur iyaa ptm ga tau tugasnya lipat lebih banyak,12.0
khusus pelajaran maunya pjj haha malah ptm,1.0
