id,created_at,source,original_text,clean_text,lang,favorite_count,retweet_count,original_author
1.49E+18,Fri Feb 04 00:01:16 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@schfess Sukoharjo. tp kmrn kelas sebelah smuanya tes swab krn ada 1 yg +c19. Ini nunggu dlu kalo hasilnya negatif smua bakal lanjut ptm, kalo ada yg + lagi pjj 2 minggu",aaaaaa gue bangun akdhdhsks bolos ptm anjritt,in,0,0,chocospressoo
1.49E+18,Fri Feb 04 00:01:06 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@KangSerox @E_Pramono @nynov @CNNIndonesia Tujuannya kan emang gitu, biar terpaksa pada PCR, krn omicron ini susah ketangkap antigen. 
Kalo dr awal ada option PJJ dan PTM, mungkin bisnis ga akan selancar ini. 
Belom lagi kaum anti masker, mereka kayaknya yg paling untung kalo penyebaran masive.",kalau ptm udah gue tampol buku,in,0,0,tracxsh
1.49E+18,Fri Feb 04 00:00:53 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",KEREN DEH KALO DIPIKIR² WAKTU PTM TUH JAM SET 6 UDH MANDI,wonogiri nder ptm kota bahkan pjj ada kena doainn tempatku biar kena pjj,in,0,0,osakshotaroi
1.49E+18,Fri Feb 04 00:00:34 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AAAAAA GUE BARU BANGUN, AKDHDHSKS BOLOS PTM ANJRITT",gue iri banget ptm anjng,in,0,0,chaamomiles
1.49E+18,Thu Feb 03 23:59:04 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",klo ptm udh gue tampol buku,udah nyaman banget ptm semoga aj pjj bnr rada trauma,in,0,0,tyuniverse__
1.49E+18,Thu Feb 03 23:59:00 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@schfess Wonogiri nder, masih ptm. tapi yang di kota malah pjj, ada yang kena soalnya. Doainn di tempatku biar gak kena PJJ 😭",aneh harusnya covid sdg tinggi ptm dihentikan sementara kalau landai ptm dilanjutkan b,in,0,259,Respati53265413
1.49E+18,Thu Feb 03 23:58:55 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@kiabercerita GUE IRI BGT SM YG MASIH PTM ANJG,kalau ptm ketemunya lamainteraksinya besarkok,in,0,0,madhakiim
1.49E+18,Thu Feb 03 23:58:40 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@sadgittagirlz pdhl udh nyaman bgt ptm :(( semoga aj pjj ini bnr cuma 2 minggu, rada trauma soalnya sama kata ""2 minggu""",gamau ptm,in,0,0,jasmincityxx
1.49E+18,Thu Feb 03 23:58:11 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @fadlizon: Ini aneh. Harusnya ketika Covid 19 sdg tinggi ya PTM dihentikan sementara. Kalau sdh landai, PTM bisa dilanjutkan. Siapa yg b…",pjj dari kemarin sampai tanggal tanggal udah ptm lagi,in,0,0,ludozuska
1.49E+18,Thu Feb 03 23:57:29 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kalau PTM?
waktu ketemunya lebih lama
interaksinya lebih besar
kok kok kok https://t.co/zUwnqEugBT",huhuhu samaa serentak deh pjj in ptm,in,0,0,sadgittagirlz
1.49E+18,Thu Feb 03 23:57:18 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Gamau PTM 😭,skrg pjj ptm,in,0,0,ctrlsweetylee
1.49E+18,Thu Feb 03 23:57:09 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@PJW3404_ pjj mulai dari kemarin tapi cuma sampe tanggal 9, tanggal 10 udah mulai ptm lagi",bismillah kasian anak sekolah aja ptm sekarang pjj lagi,in,0,0,FaizNurAbdilah1
1.49E+18,Thu Feb 03 23:57:02 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@tyuniverse__ huhuhu samaa, serentak deh ini di pjj in pdhl baru 3 minggu ptm:((",ptm jogja,in,0,0,duaempatuju
1.49E+18,Thu Feb 03 23:56:59 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kalian skrg pjj/ptm??,wiiih mantap muff aku pengen lari lagi kehalang ptm melulu suka,in,0,0,xlwkslskwm
1.49E+18,Thu Feb 03 23:56:21 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bismillah kasian anak 
Sekolah baru aja ptm sekarang pjj lagi",iyasih seperti maba ptm ntr ooh kirain diatas aku ekekeke,in,0,0,bbyguv
1.49E+18,Thu Feb 03 23:55:43 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@schfess ptm 50%, jogja",cape banget aja ptm eh udah daring aja lagi gue woi kehilangan gue kenolepan,in,0,0,yourvirtualbae
1.49E+18,Thu Feb 03 23:55:17 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@imurfuturepilot wiiih mantap muff aku jadi pengen lari lagi tapi kehalang sama ptm mulu jadi suka gak sempet😭,ptm kalau jelasin masuk otak,in,0,0,jeonwonwoq
1.49E+18,Thu Feb 03 23:55:15 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@lita7lof iyasih kek maba, kan baru ptm ntr minggu depan 😭😭 ooh kirain diatas aku ekekeke",vaksin ptm disetop ada percum bergun,in,0,0,pasuknakalsehat
1.49E+18,Thu Feb 03 23:55:14 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Cape banget, baru aja mulai PTM beberapa bulan eh sekarang udah daring aja lagi. Gue ga mau woi kehilangan masa SMA gue dengan kenolepan",semoga ptm lagiii secepatnya yaaa,in,0,0,softyfia
1.49E+18,Thu Feb 03 23:55:04 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@everyone_ggyu ptm, kalau di jelasin langsung masuk ke otak",halah giliran nt kasih ptm lalu ada komplain nyalain lagi pusat dasar buzzer dki,in,0,0,CjChanelindo
1.49E+18,Thu Feb 03 23:54:40 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Vaksin sudah 100% lebih, PTM mau disetop. Gak ada guna. Percum tak bergun. https://t.co/XEPDjLjvHt",aku belom nyobain ptm full,in,0,0,taajie7
1.49E+18,Thu Feb 03 23:54:39 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@wordmtchaa Semoga bisa ptm lagiii secepatnya yaaa,too udah pjj lagi aaaa udah seneng ptm,in,1,0,tyuniverse__
1.49E+18,Thu Feb 03 23:54:32 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@detikcom Halah, giliran nt di kasih PTM 100%,  lalu ada yg KOMPLAIN, nyalain LG pusat. Dasar buzzer DKI",sekolah gue ptm ceritanya pjj segini dari,in,0,0,wonutuyul
1.49E+18,Thu Feb 03 23:54:09 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",aku belom nyobain ptm full pdhal :(,tim ptm untuk pjj aja parah,in,0,0,terjudesh
1.49E+18,Thu Feb 03 23:53:33 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@sadgittagirlz u too! 
udh pjj lgi aaaa pdhl udh seneng ptm😔",anjir ptm,in,2,0,maIdybum
1.49E+18,Thu Feb 03 23:53:26 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sekolah gue ptm 100 persen ceritanya, tp yg pjj segini dari 30🤌🏻🤌🏻🤌🏻 https://t.co/HV3CmIMVFz",hrsny ptm batal anjir daring,in,0,0,vitaminekoo
1.49E+18,Thu Feb 03 23:52:47 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@subschfess tim ptm, tapi untuk sekarang pjj aja lah daripada makin parah",setuju parah ptm full lagi,in,0,0,terjudesh
1.49E+18,Thu Feb 03 23:52:44 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",anjir ptm 50%???????,ptm sampai tanggal yahhhh gamau daring lagi gasi,in,0,0,rnjvndin
1.49E+18,Thu Feb 03 23:52:32 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@convomf hrsny ptm tp batal anjir jd daring,ptm ulangan bentar aja,in,0,0,ciikook_
1.49E+18,Thu Feb 03 23:52:29 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@schfess setuju, daripada nanti makin parah dan makin gak bisa ptm full lagi",mending ptm sie,in,0,0,skieskaluv
1.49E+18,Thu Feb 03 23:52:16 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@eojnlee ptm nya sampe tgl 19? Yahhhh gamau daring lagi gasi☹️,daring ptm,in,0,0,seokjinwithluv_
1.49E+18,Thu Feb 03 23:52:15 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@convomf ptm, karena ulangan jadi bentar aja",nungguin bias w pulang wajib militer kemarin inget udah brapa gegara ptm sibukkk,in,0,0,moccaerii
1.49E+18,Thu Feb 03 23:51:50 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@ajunkyubwa mending ptm ga sie,daring jgn ptm pjj lagi,in,0,0,daiIytmi
1.49E+18,Thu Feb 03 23:51:32 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Daring/ptm?,kalau penyebaran masive pcr sepi kalau dari awal hybrid ganjil genap sekolah padat penyebaran masive mungkin ptm jalan aman sampai skarang tujuan utamanya bukan,in,0,0,hwang_hyunj1n
1.49E+18,Thu Feb 03 23:50:59 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Akhirnya bisa nungguin bias w pulang wamil 😔
Kemaren"" ga inget udh D brapa gegara PTM jdi sibukkk",gue ptm allah amit amit pjj lagi deh,in,0,0,backyardmfs
1.49E+18,Thu Feb 03 23:50:35 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gapapa lah ya daring 100% yang penting jgn 50% ptm 50% pjj lagi,izin ptm kalau kaya gitu mending gue bobo,in,0,0,keehybf_
1.49E+18,Thu Feb 03 23:50:19 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@CNNIndonesia Kalo penyebaran ga masive kan yg PCR sepi. 
Kalau dr awal Hybrid, ganjil genap, sekolah ga terlalu padat, penyebaran ga masive, mungkin PTM masih bisa jalan aman sampai skrg. Tp kan tujuan utamanya bukan itu.",ptm pjj w pjj lagi ngentottt sebelll,in,0,0,seleneslebew
1.49E+18,Thu Feb 03 23:50:09 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@jekeylins GW MASIH PTM YA ALLAH AMIT AMIT PJJ LAGI DAH,udah senang ptm eh bahkan online,in,0,0,andimuhrifkyid
1.49E+18,Thu Feb 03 23:50:02 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","banyak yg izin g ptm, kalo kaya gitu mending gue juga:)) masih bisa lanjut bobo",skrg pjj maunya ptm,in,0,0,junjun2814
1.49E+18,Thu Feb 03 23:49:43 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Kalian ptm atau pjj? W PJJ LAGI NGENTOTTT SEBELLL,jujur enakan ptm materi gampang banget masuk otak enaknya kalau ngerjain tugas gurunya keliling jujur males guru keliling,in,0,0,jaemnaegy0
1.49E+18,Thu Feb 03 23:49:12 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Udah senang PTM 100%
Eh malah kembali online 😅😅😅 https://t.co/0vopkgDtb4",ptm anak sekolah tindakan lagi gegara covid entah ada antisipasi dari awal sekolah dinas,in,1,0,AgungPutrosuryo
1.49E+18,Thu Feb 03 23:48:13 +0000 2022,"<a href=""http://disc.loc"" rel=""nofollow"">Up progress itu baik ✌️</a>","skrg pjj, tp maunya ptm https://t.co/z1mXCf1FmR",schapp dom serang banten pjj ih sklhku ptm masuk ada sesi pagi siang masuk takut omic ada kena jugaa kalau kaya gini mending daringin lagi gasih,in,3,0,schfess
1.49E+18,Thu Feb 03 23:47:22 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jujur enakan ptm, materi gampang banget masuk otak, tapi ga enaknya klo ngerjain tugas pasti gurunya keliling, jujur males sama guru yg keliling🙃😑",pagi buka grup ada info kasus covid meningkat daerah cinunuk cimekarwakasek kurikulum jadwal berubah blended learning utamanya onlineyang udah ptm eh begini lagiseneeeng banget wkwkwkw,in,0,3,rizufaaa
1.49E+18,Thu Feb 03 23:47:02 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PTM anak sekolah di tindakan lagi gegara covid.. Entah mengapa nggak ada antisipasi dari awal di pihak sekolah atau dinas..,ptm hrsnya berangkat lagi sakit,in,0,0,everyone_ggyu
1.49E+18,Thu Feb 03 23:46:06 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dan sampai sekarang belum ada revisi kebijakan PTM dari kampus.

Mantap emang, mungkin nunggu jatim kenaikan kasus kayak jakarta / ada yang positif di kampus waktu kuliah baru direvisi 👍 https://t.co/SjpWc1Z1PM",kangen ptm,in,1,0,shouutao
1.49E+18,Thu Feb 03 23:45:54 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Vick4_pikachu Gamau pjj pls...udh enak PTM,semoga sekolah gweh ttap ptm walau udah seneng,in,0,0,iPinchDobby
1.49E+18,Thu Feb 03 23:44:48 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@kwrja seneng karena pel hr ini ngeselin
sedih grgr gue udh nyialin semaleman buat ptm ternyata batal",gue benci banget daring demi allah liattt skrng gue bangunn anjir males mandi kaya smangat sekolahhh ayolahhh woi gue ptm,in,0,0,ayanghoon
1.49E+18,Thu Feb 03 23:44:47 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kangen ptm,ptm berangkat sekolah gi sakit,in,0,0,everyone_ggyu
1.49E+18,Thu Feb 03 23:44:06 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@schfess semoga sekolah gweh ttp ptm, walaupun cuma 50%. udah seneng koq😔",bilang senang ptm laun udah pjj lagi tetiba sekolah aku diumumin pjj malam aaaaaaa,in,0,0,Brandenburg__
1.49E+18,Thu Feb 03 23:43:52 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gue benci banget daring demi allah, lu liattt skrng gue baru bangunn anjir males mandi kaya ga smgt sekolahhh, ayolahhh woi gue mau ptm😭😭😭",ooooooh ptm terbatas belajarnya menit,in,0,0,MyBoo_Hyunsuk
1.49E+18,Thu Feb 03 23:43:50 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@lovsvna ptm, tapi hari ini gk berangkat sekolah soalnya gi sakit",ptm gila,in,0,0,nichimurra
1.49E+18,Thu Feb 03 23:43:26 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BARU JUGA BILANG SENANG PTM PADAHAL YANG LAUN UDAH PJJ LAGI, TETIBA SEKOLAH AKU DIUMUMIN PJJ MANA TENGAH MALEM AAAAAAA",wkwkwk ktanya kabupaten tuh ttap masuk ptm gtu ada online gatau yaa masuk kabupaten tangerang kalau kota udah online,in,0,0,ran__lov
1.49E+18,Thu Feb 03 23:42:25 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OOOOOOH MULAI SEKARANG PTM NYA TERBATAS, BELAJARNYA CUMA 25 MENIT",gue ptm,in,0,0,lovelyymorkk
1.49E+18,Thu Feb 03 23:42:23 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PTM LAH GILA LO https://t.co/ViDrVtSjKu,ptm tugas klp bertumpuk pjj tugas rumah bertumpuk,in,0,0,petrichorbarl
1.49E+18,Thu Feb 03 23:42:21 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@heragvrl wkwkwk ktnya kabupaten tuh ttp msk ptm gtu ga ada online gatau jg yaa, kita kan msk kabupaten tangerang klo buat kota udh pd online",enakan ptm,in,0,0,bvuckye
1.49E+18,Thu Feb 03 23:41:58 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gue ga jadi ptm dong😭,sebenernya sih enak ptm ngerti materi ptm ada istirahat capek,in,0,0,jewlsblue
1.49E+18,Thu Feb 03 23:41:31 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ptm tugas klp numpuk, pjj tugas rumah yang numpuk 😩🙏",pagi pagi gini gue udah sintink gara gara tugas ptm daring ish,in,0,0,4jengdisinii
1.49E+18,Thu Feb 03 23:40:35 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@beeabiw betul, enakan ptm",anjing mau ptm lagi,in,0,0,jejeyu_
1.49E+18,Thu Feb 03 23:38:43 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@loveinglty Sebenernya sih enak ptm, lebih ngerti materi cuman ptm nggak ada istirahat, capek",sekolah gue belum njir gue lagi nungguin pjj lagi cape bgt ptm,in,0,2,sayangiak
1.49E+18,Thu Feb 03 23:38:25 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pagi pagi gini gue udah sintink gara-gara tugas 😰
HARI INI G PTM TAPI DARING ISH 😭😭😭😭😖😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭",ptm untuk kelas aja plis saya butuh interaksi temen kalau kesusahan,in,0,0,NashwaSalsa09
1.49E+18,Thu Feb 03 23:37:38 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ANJING MAU PTM LAGI,membingungkan satu sisi gembar gembor covid meningkat lagi disisi bersikukuh ptm maunya boss,in,0,0,RahmanurY
1.49E+18,Thu Feb 03 23:37:28 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @abcdefstdy: @schfess sekolah gw belum njir gw lagi nungguin pjj lagi soalnya cape bgt ptm,ptm pjj males akunya,in,0,0,mauhwang
1.49E+18,Thu Feb 03 23:37:23 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@schfess PTM untuk kelas 6, 9, 12 aja plis saya butuh interaksi sama temen kalau kesusahan",ptm ptmt ptmt pjj,in,0,0,vwwooyoung
1.49E+18,Thu Feb 03 23:37:17 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@fadlizon Membingungkan. Satu sisi gembar gembor Covid meningkat lagi. Disisi lain bersikukuh tetap PTM. Maunya apa boss?,pjj males ptm kebagian sesi sore melulu,in,0,0,sereylac
1.49E+18,Thu Feb 03 23:35:21 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@vrilliu__ jelas ptm, pjj makin males akunya:(",kasian banget gue ptm full ketemu sayang ptm pke sesi ketemu sayang sesi skr bahkan pjj untuk sayang doyan banget diem dikelas sih hah cape duduk gatau kalau aku kangen mna adkel lagi bntr lagi gue lulus woy,in,0,0,jamallovesme
1.49E+18,Thu Feb 03 23:33:23 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@gulayamanis yg lain ptm kita ptmt, yg lain ptmt kita pjj",gaenak pas ptm harus mandi pagi pagi alias dingin gakuaaaat tidur aja,in,0,0,115usn
1.49E+18,Thu Feb 03 23:33:15 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@puwpies pjj, males ptm kebagian sesi sore mulu",maaf aku on habis ptm tuh capeee banget jujur aku males on,in,0,0,nobleatherbound
1.49E+18,Thu Feb 03 23:31:31 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kasian bgt jdi gue!! PTM full gk ktmu ayang, PTM pke sesi jga gk ktmu ayang pdhl 1 sesi, skr malah PJJ!! untuk ayang, KENAPA DOYAN BANGET DIEM DIKELAS SIH? HAH?!! apa gk cape duduk terus? GATAU KALO AKU KANGEN?! mna dia adkel lgi, bntr lagi gue lulus woy!!!",iyaaa sekolah aku udah surat ptm ditutup smpe keadaan normal,in,0,0,diktayves
1.49E+18,Thu Feb 03 23:31:13 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",yg gaenak pas ptm adalah harus mandi pagi-pagi alias dingin gakuaaaat mau tidur aja,ptm jalan sd smp kuliah agar ekonomi berputar jangan ketakutan covid cukup pakai masker,in,0,1195,jetsilvers
1.49E+18,Thu Feb 03 23:31:01 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",maaf aku ga on hehe soalnya abis ptm tuh capeee banget jujur jadinya aku males on dimana-mana,gue kemarin udah ptm skrg bahkan pjj,in,0,0,yuwzuriha
1.49E+18,Thu Feb 03 23:30:41 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@loveinglty iyaaa, sekolah ak udh dpt surat. PTM nya ditutup smpe keadaan normal😭",setuju ptm ditunda sampai penularan memang disekolah kerabat anakny,in,0,37,sj_eunhaeyah
1.49E+18,Thu Feb 03 23:30:31 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ptm tetap jalan terus, sd smp sma kuliah.
Agar ekonomi berputar. Jangan ketakutan covid. 
Cukup pakai masker lah https://t.co/m8DSOyie9h",ooh gatau bang diceritain intermezzo lagi bahas sekolahannya diciduk media gegara ptm,in,2,0,EthereallyPosh
1.49E+18,Thu Feb 03 23:30:01 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@ayangeren 😭😭 gue kemaren udah ptm skrg malah pjj,kalau dibilang cape ptm iyaa si cape ngertiii materi disampein kalau pjj rebahan gajelas dikasi materi doang gadijelasin ujung scroll tiktok twt main game seperti efektif,in,0,3,clyzvern
1.49E+18,Thu Feb 03 23:30:00 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DokterAri: Setuju PTM ditunda sampai 1 bulan ke depan,penularan memang bisa terjadi saat disekolah,ini terjadi pada kerabat kami,anakny…",anjir aku takut kalau ptm pembagiannya pakai absen ganjil genap anjir temen temenku genap anjir aku ganjil,in,0,0,jakeugm
1.49E+18,Thu Feb 03 23:29:51 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@onthesbrew Ooh.. gatau bang, gak diceritain 😂 intermezzo lagi bahas sekolahannya yg diciduk media gegara PTM.",mungkin maksudnya biar siswa terpapar omicron disetujui stop ptm dki mungkin lho,in,0,0,mahfoezzz
1.49E+18,Thu Feb 03 23:29:44 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@subschfess klo dibilang cape ptm iyaa si cape. tp kita ngertiii gt materi yg disampein. klo pjj rebahan gajelas, karena cm dikasi materi doang gadijelasin ujung2 scroll tiktok, twt, maen game. jd kek lebih ga efektif gt waktunya",sekolah ptm,in,0,0,sekai25ji
1.49E+18,Thu Feb 03 23:28:34 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Anjir aku takut kalo tiba tiba ptm 50% tapi pembagiannya pake absen ganjil genap, anjir lah temen temenku pada genap anjir aku ganjil",dating lagi disaat gue jadwal ptm aja besok maret mulainya wkwkwk,in,0,0,aesblue_
1.49E+18,Thu Feb 03 23:28:07 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Mdy_Asmara1701 mungkin ini maksudnya biar 100% siswa terpapar omicron dulu baru akan disetujui stop PTM di DKI ya? mungkin lho ya? 😷,potret sekolah dikasih tau ptm dadakan sepi bangettt males sekolah wkwk,in,2,0,morephinee
1.49E+18,Thu Feb 03 23:27:41 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@sleepyfumii Sekolah ku ga pernah ptm..,kls pakai bagian sesi gue ptm si skarang bagian daring seneng seneng tnya melulu ayah,in,0,0,pcrayesha
1.49E+18,Thu Feb 03 23:26:31 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Pada minta dating lagi disaat gue jadwal PTM aja baru besok Maret mulainya wkwkwk,ig ada berita stop ptm,in,0,99,badanelaboom
1.49E+18,Thu Feb 03 23:26:19 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",potret sekolah saat dikasih tau PTM 50% dadakan. sepi bangettt pada males sekolah wkwk https://t.co/V9KeXL9J3R,ptm aja deh segitu aja badan saya remuk,in,0,0,asyaoraca
1.49E+18,Thu Feb 03 23:25:54 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","knp kls di pake waktu bagian sesi gw ke ptm trs si.. jd nya kan skrg bagian daring. tp gpp seneng tp ga seneng soalnya di tnya"" mulu sm ayah",monyet sekolahku ptm,in,0,0,atuduatiiga
1.49E+18,Thu Feb 03 23:25:09 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@ericrsohn Di ig ada berita bakalan stop ptm 100% dulu,salah satu alasan ptm pjj masalahnya,in,0,0,thirdfarhan
1.49E+18,Thu Feb 03 23:25:06 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@schfess ptm 50% aja deh segitu aja badan saya sudah remuk,skul gue doang kayaknya keras kepala ptm hadehhhh,in,0,0,llxllxsa
1.49E+18,Thu Feb 03 23:24:36 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","monyet, sekolahku ptm ,50%",udah enak ptm,in,0,0,nonolldyboo_
1.49E+18,Thu Feb 03 23:24:03 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",salah satu alasan mau ptm.. pjj banyak masalahnya https://t.co/KpWD92WyBd,males ptm huwee gue lab blom ada dateng,in,0,0,iluvcalculus
