,tweet,clean_text
532,"@schfess gabisa full ptm lah, tp pjj juga say no, jd sy pilih ptm 50%",gabisa full ptm pjj say jadi saya pilih ptm
533,kalo ptm 50% ketauan bgt banyak yg jahat wkwk,kalau ptm ketauan banget banyak jahat wkwk
534,"The King Of Bodat.
Klo PTM disetop, otomatis bisnis PCR nya ga jalan https://t.co/Gwz7V3z4q3",bodo amat kalau ptm distop otomatis bisnis pcr jalan
535,"@CahTalang2 @bisnis_h @CNNIndonesia @LuhutBinsarFans Yap... Tutup aja semua ya... 
Biar pada mencekam semua biar pada sukses bisnis kesehatannya... 
Saya justru melihat,  pemerintah pusat lebih realistis... Dengan tetap mengijinkan PTM... 
Yg minta PTM dihentikan cuma ""pansos?""",yaa tutup aja semua biar mencekam semua biar sukses bisnis kesehatannya saya justru melihat pemerintah pusat lebih realistis tetap mengijinkan ptm minta ptm dihentikan cuma pansos
536,"@convomf ptm, bisa deket sama temen, cepet paham sama materi. dan terakhir, dapet duit jajan",ptm deket temen cepat paham sama materi duit jajan
537,"@schfess padahal udh enak ptm dpet duit jajan, eh malah daring lagiiiðŸ˜€",sudah enak ptm dapat duit jajan eh malah daring lagi
538,@vaniilabluee Sad bngt...padahal udh enak PTM,sad banget sudah enak ptm
539,@hsgthan tim ulangan PJJ materi PTM,tim ulangan pjj materi ptm
540,"@schfess boro boro pjj, sekolah gue dari agustus 2020 ptm 100% hhh",boro boro pjj sekolah gue dari agustus ptm haha
541,@schfess purworejo jateng ptm 100%,purworejo jateng ptm
542,"RT @francmohede: Dengan keraguan tinggi gue juga senang dan dukung banget anak2 bisa PTM, termasuk Masgub @aniesbaswedan yang juga punya anâ€¦",keraguan tinggi gue senang dukung banget anak ptm termasuk masgub punya
543,"aku daring lagi, soalnya ada guru yg positif, pdhl mh enak ptm ðŸ˜¢",aku daring lagi soalnya ada guru positif enak ptm
544,"RT @Catatan_ali7: PTM harus tetap berjalan demi para penerus bangsa mendapatkan Pendidikan yang layak dan semestinya

CAFE CAFE NOH DISELURâ€¦",ptm tetap berjalan para penerus bangsa mendapatkan pendidikan layak semestinya cafe cafe diseluruh
545,"@schfess cirebon, padahal anak sekolah udah da yg positif. dan ini info dari sekolah juga wkwk ptm 100% pake masker pas dokumentasi doang https://t.co/4QRFJQXZD7",cirebon anak sekolah sudah ada positif info dari sekolah wkwk ptm pakai masker dokumentasi doang
546,gimana ni senin ptm lg tp gue gadiizinin nyokapðŸ˜­,ptm lagi gue izin
547,@nayeonlucu ah seruu masih ptm,ah seru ptm
548,demi apa demi apa demi apa gua kngn bgtttt djwhdjsbfujrjfn aaaa gila ptm bener bener all day yang kayaaa anjr ga smpt bngt buka twt ngikutin anak anak lelahh ptm ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,gua kangen bangett aaaa gila ptm bener bener day kaya anjir sempat banget buka twt ngikutin anak anak lelah ptm
549,"@lucywiryono Ah bisa2 aja, PTM Jakarta 100% lho, terlebih usulan Anies ditolak sama Luhut.. Hebat kan",ah aja ptm jakarta lho terlebih usulan anies ditolak sama luhut hebat
550,@nzhcl enak banget masih ptm,enak banget ptm
551,@subschfess PTM enak ga dikurangin uang jajan+ketemu temen temen dan belajarnya bener kalau PJJ aku males ngerjain tugasðŸ˜­,ptm enak dikurangin uang jajan ketemu temen temen belajarnya bener kalau pjj aku males ngerjain tugas
552,Tapi ga bisa sekarang sekolah udh full ptmðŸ˜”,sekarang sekolah sudah full ptm
553,ini krn ptm diberhentikan sementara moots pada on ga ya ðŸ¤”,karena ptm diberhentikan sementara moots
554,gue udh nyaman ptm tapi klo kondisinya ga nyaman gini mending pjj aja lgi,gue sudah nyaman ptm kalau kondisinya nyaman mending pjj aja lagi
555,"@4macio Tapi gue ga di sekolah, gue pjjðŸ˜­ kalau ptm ga mungkin kesianganðŸ˜­",gue sekolah gue pjj kalau ptm mungkin kesiangan
556,"Pdhl kemaren masi ptm 100%, dan nanggung bgt hari ini jumat aaaa",kemarin ptm tanggung banget aaaa
557,"RT @mouldie_sep: Ada satu sekolah di Bekasi
PTM ditutup pemerintah
Tapi tetep masuk
Ngga usah pake seragam
:(

Kenapa tetep PTM? Karena mosâ€¦",ada sekolah bekasi ptm ditutup pemerintah tetap masuk usah pakai seragam tetap ptm karena mos
558,"@blbarunich @schfess Oiya, disekolahku sampe sekarang malah tetep nerapin PTM 100%, padahal ada beberapa anak yang positif",iya disekolahku sampai sekarang malah tetap nerapin ptm ada beberapa anak positif
559,semoga hari ini gajadi ptm :'',semoga gajadi ptm
560,@sunricberry_ ENAK BANGET MASIH PTMðŸ˜žðŸ˜žðŸ˜žðŸ˜ž SEMANGAT PTMNYAHðŸ™„ðŸ’ª,enak banget ptm semangat ptm
561,w sdh mls ptm kalo 50% jdi semoga senin ga sklh ðŸ˜­ðŸ˜­ðŸ˜­,sudah mls ptm kalau jadi semoga sekolah
562,"Aduh rencana mau ngekost disuruh nunda dulu soalnya virus makin naik, adekku yang udah ke sekolah disuruh pulang trs keknya bakal ga dibolehin ptm lagiðŸ˜­",aduh rencana mau ngekost disuruh nunda soalnya virus makin naik sudah sekolah disuruh pulang kayaknya bakal dibolehin ptm lagi
563,"@convomf bener si, aku juga ngerasa gitu nder. kemaren perasaan baru aja PTM, kerasanya cuma seminggu ternyata uda 2 minggu PTM, eh ternyata aku juga uda seminggu balik PJJ dan ga kerasa sama sekali",bener aku ngerasa nder kemarin perasaan aja ptm kerasanya cuma ternyata uda ptm eh ternyata aku uda balik pjj kerasa sama sekali
564,@marschweitzer di aku masih ptm huhu,aku ptm huhu
565,Mingdep jadinya ptm 50% yey aku ga diizinin ke sekolah :D,jadinya ptm yey aku diizinin sekolah
566,"AKU TIM PTM ðŸ˜¤â€¼ï¸
(-) PJJ : ga produktif, sering ngantuk (mana kalo ngantuk ada backup-an kasur ðŸ‘Ž), ga ada dorongan buat belajar krna mikirnya â€œah yaudah nnti aja toh gabakal ditanya sma guruâ€, ga ada basreng or all abt micin lainnya di rumah ANDDDD i cant meet w my friends ðŸ™„ https://t.co/7VBhW4CLGV",aku tim ptm pjj produktif sering ngantuk kalau ngantuk ada backup kasur ada dorongan buat belajar karena mikirnya ah yaudah nanti aja gabakal ditanya sama guru ada basreng micin lainnya rumah cant meet friend
567,"@Yyaoca_ IYAA BENERRRR, pdhl udh terbiasa ptm",iyaa bener sudah terbiasa ptm
568,"@xezens @subschfess iya emg agak ribet. tp drpd sama skali ga ptm, cape juga pjj trus ga ada interaksi dgn guru. mau chat guru pun kek segan bgt, itu pun bukannya lngsng direspon. klo ptm gitu kan enak lngsng direspon :"")",iya emg agak ribet sama sekali ptm cape pjj ada interaksi guru mau chat guru kayak segan banget bukannya langsung direspon kalau ptm enak langsung direspon
569,"@treatstars Ini gimananya lebih ke konteks ptm pjj kali ya
Aku lagi libur semester sekarang mah
Semester genap nanti sama kayak sebelumnya, offline buat yang mau ajaa, aku blom mau jadi masih di rumahh ðŸ˜‚",lebih konteks ptm pjj aku lagi libur semester sekarang mah semester genap nanti sama kayak sebelumnya offline buat mau ajaa aku belum mau jadi rumah
570,"RT @l0eydust: @schfess @netacakep org"" kok pada demen pjj dah wkwkwkw, iya gue tau emg situasi nya ga memungkinkan bgt buat ptm, tapi ya kaâ€¦",demen pjj dah wkwk iya gue tau emg situasi memungkinkan banget buat ptm
571,"@Brandenburg__ Wkwk aku pribadi lebih prefer ke PTM Krn bisa lebih produktif
Takut bgt klo PJJ lgie",wkwk aku pribadi lebih prefer ptm karena lebih produktif takut banget kalau pjj lagi
572,PTM BIKIN MAKIN GA TENANG HIDUP,ptm makin tenang hidup
573,@cloudvanguard1 @rhezas8 @E_Pramono @nynov @CNNIndonesia Diatas ptm tetap hrs jalan krn aturannya level 2 ....... Jd surat diknas tdk mengatur sekolah boleh pjj.... Klu mau masuk hrs antigen..... Akal2an pengusaha,pramono ptm tetap jalan karena aturannya level jadi surat diknas mengatur sekolah boleh pjj kalau mau masuk antigen akal pengusaha
574,"@kthllcyv huhuu enak nyaa, aku terakhir ptm kmrinðŸ˜”",huhu enak aku ptm kemarin
575,@schfess tapi udh nyaman sama ptm :( cuma kalo masuk buat cari penyakit buat apa?,sudah nyaman sama ptm cuma kalau masuk buat cari penyakit buat
576,"iy anjing ngeselin bgt pas ptm bukannya blg makasih udh gw bagi ilmu gw eh malah digituin, gw gigit lo https://t.co/SMV7tC3ElL",iya anjing ngeselin banget ptm bukannya makasih sudah gue bagi ilmu gue eh malah digituin gue gigit
577,"RT @bisnis_h: @CNNIndonesia Keliatannya opung ingin lihat pada jatuh sakit itu kan jadi proyek lagi, tp gak mau PTM stop, hanya berkurang dâ€¦",keliatannya opung lihat jatuh sakit jadi proyek lagi mau ptm stop berkurang
578,suka ptm tapi kl ulangannya pjj aja bisa ga,suka ptm kalau ulangannya pjj aja
579,sekolah ku udah ptm 50% lagiiiðŸ˜”,sekolah sudah ptm lagi
580,gue seneng ptm mau nagih duit ðŸ˜†,gue seneng ptm mau nagih duit
581,asli gua benci bgt ptm 50% anjinggg,asli gua benci banget ptm anjing
582,"@kanirarastra @cerevbrum @schfess mjb, dari temenku yang kalo gasalah ayahnya kerja di dinas pendidikan katanya hari ini ada rapat buat bahas ptm/pjj",dari temenku kalau gasalah kerja dinas pendidikan katanya ada rapat buat bahas ptm pjj
583,@pevjabatt wahh semangatt yg masih ptm!! jangan lupa prokes yaa,wahh semangat ptm jangan lupa prokes yaa
584,"@jaeyongcib Gaenakk, maunya ptm :((",gaenak maunya ptm
585,ALHAMDULILLAH SENIN JADI PTMðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜Ž,alhamdulillah jadi ptm
586,"Padahal Presiden sudah minta PTM dievaluasi.. 
Presiden lho yang minta, PRESIDEN!!!! https://t.co/CSRyEsdKnd",presiden sudah minta ptm dievaluasi presiden lho minta presiden
587,"Gue setuju ptm full, soalnya seru. Tapi karena keadaan lagi gak memungkinkan, yaudah 50%

PJJ MENYIKSA BANGET YA ANJIR BUAT ANAK SMK. TAR GUE LULUS NGANG NGONG NGANG NGONG ðŸ¤—ðŸ¤—ðŸ¤—ðŸ¤—ðŸ¤—ðŸ¤—ðŸ¤—ðŸ¤—ðŸ¤— https://t.co/IVtGNNaFxd",gue setuju ptm full soalnya seru karena keadaan lagi memungkinkan yaudah pjj menyiksa banget anjir buat anak smk bentar gue lulus ngang ngong ngang ngong
588,"@schfess Sukoharjo. tp kmrn kelas sebelah smuanya tes swab krn ada 1 yg +c19. Ini nunggu dlu kalo hasilnya negatif smua bakal lanjut ptm, kalo ada yg + lagi pjj 2 minggu", kemarin kelas sebelah semuanya tes swab karena ada nunggu kalau hasilnya negatif semua bakal lanjut ptm kalau ada lagi pjj
589,"@KangSerox @E_Pramono @nynov @CNNIndonesia Tujuannya kan emang gitu, biar terpaksa pada PCR, krn omicron ini susah ketangkap antigen. 
Kalo dr awal ada option PJJ dan PTM, mungkin bisnis ga akan selancar ini. 
Belom lagi kaum anti masker, mereka kayaknya yg paling untung kalo penyebaran masive.",tujuannya emang biar terpaksa pcr karena omicron susah tangkap antigen kalau dari awal ada option pjj ptm mungkin bisnis selancar belom lagi kaum anti masker kayaknya paling untung kalau penyebaran masif
590,KEREN DEH KALO DIPIKIRÂ² WAKTU PTM TUH JAM SET 6 UDH MANDI,keren deh kalau dipikir ptm jam set sudah mandi
591,"AAAAAA GUE BARU BANGUN, AKDHDHSKS BOLOS PTM ANJRITT",aaaaaa gue bangun bolos ptm anjir
592,klo ptm udh gue tampol buku,kalau ptm sudah gue tampol buku
593,"@schfess Wonogiri nder, masih ptm. tapi yang di kota malah pjj, ada yang kena soalnya. Doainn di tempatku biar gak kena PJJ ðŸ˜­",nder ptm kota malah pjj ada kena soalnya doain tempatku biar kena pjj
594,@kiabercerita GUE IRI BGT SM YG MASIH PTM ANJG,gue iri banget sama ptm anjing
595,"@sadgittagirlz pdhl udh nyaman bgt ptm :(( semoga aj pjj ini bnr cuma 2 minggu, rada trauma soalnya sama kata ""2 minggu""",sudah nyaman banget ptm semoga aja pjj benar cuma rada trauma soalnya sama kata
596,"RT @fadlizon: Ini aneh. Harusnya ketika Covid 19 sdg tinggi ya PTM dihentikan sementara. Kalau sdh landai, PTM bisa dilanjutkan. Siapa yg bâ€¦",aneh ketika covid sedang tinggi ptm dihentikan sementara kalau sudah landai ptm dilanjutkan
597,"kalau PTM?
waktu ketemunya lebih lama
interaksinya lebih besar
kok kok kok https://t.co/zUwnqEugBT",kalau ptm ketemunya lebih lama interaksinya lebih besar
598,Gamau PTM ðŸ˜­,gamau ptm
599,"@PJW3404_ pjj mulai dari kemarin tapi cuma sampe tanggal 9, tanggal 10 udah mulai ptm lagi",pjj mulai dari kemarin cuma sampai tanggal tanggal sudah mulai ptm lagi
600,"@tyuniverse__ huhuhu samaa, serentak deh ini di pjj in pdhl baru 3 minggu ptm:((",huhu sama serentak deh pjj ptm
601,kalian skrg pjj/ptm??,kalian sekarang pjj ptm
602,"Bismillah kasian anak 
Sekolah baru aja ptm sekarang pjj lagi",bismillah kasian anak sekolah aja ptm sekarang pjj lagi
603,"@schfess ptm 50%, jogja",ptm jogja
604,@imurfuturepilot wiiih mantap muff aku jadi pengen lari lagi tapi kehalang sama ptm mulu jadi suka gak sempetðŸ˜­,wah mantap muff aku jadi pengen lari lagi kehalang sama ptm mulu jadi suka sempat
605,"@lita7lof iyasih kek maba, kan baru ptm ntr minggu depan ðŸ˜­ðŸ˜­ ooh kirain diatas aku ekekeke",iya kayak mahasiswa baru ptm bentar oh kirain diatas aku wkwk
606,"Cape banget, baru aja mulai PTM beberapa bulan eh sekarang udah daring aja lagi. Gue ga mau woi kehilangan masa SMA gue dengan kenolepan",cape banget aja mulai ptm beberapa eh sekarang sudah daring aja lagi gue mau woi kehilangan masa sma gue kenolepan
607,"@everyone_ggyu ptm, kalau di jelasin langsung masuk ke otak",ptm kalau jelasin langsung masuk otak
608,"Vaksin sudah 100% lebih, PTM mau disetop. Gak ada guna. Percum tak bergun. https://t.co/XEPDjLjvHt",vaksin sudah lebih ptm mau distop ada guna percuma berguna
609,@wordmtchaa Semoga bisa ptm lagiii secepatnya yaaa,semoga ptm lagi secepatnya yaa
610,"@detikcom Halah, giliran nt di kasih PTM 100%,  lalu ada yg KOMPLAIN, nyalain LG pusat. Dasar buzzer DKI",halah giliran kasih ptm ada komplain nyalain lagi pusat dasar buzzer dki
611,aku belom nyobain ptm full pdhal :(,aku belom nyobain ptm full
612,"@sadgittagirlz u too! 
udh pjj lgi aaaa pdhl udh seneng ptmðŸ˜”",sudah pjj lagi aaaa sudah seneng ptm
613,"sekolah gue ptm 100 persen ceritanya, tp yg pjj segini dari 30ðŸ¤ŒðŸ»ðŸ¤ŒðŸ»ðŸ¤ŒðŸ» https://t.co/HV3CmIMVFz",sekolah gue ptm persen ceritanya pjj segini dari
614,"@subschfess tim ptm, tapi untuk sekarang pjj aja lah daripada makin parah",tim ptm sekarang pjj aja makin parah
615,anjir ptm 50%???????,anjir ptm
616,@convomf hrsny ptm tp batal anjir jd daring,ptm batal anjir jadi daring
617,"@schfess setuju, daripada nanti makin parah dan makin gak bisa ptm full lagi",setuju nanti makin parah makin ptm full lagi
618,@eojnlee ptm nya sampe tgl 19? Yahhhh gamau daring lagi gasiâ˜¹ï¸,ptm sampai tanggal gamau daring lagi gasi
619,"@convomf ptm, karena ulangan jadi bentar aja",ptm karena ulangan jadi bentar aja
620,@ajunkyubwa mending ptm ga sie,mending ptm sie
621,Daring/ptm?,daring ptm
622,"Akhirnya bisa nungguin bias w pulang wamil ðŸ˜”
Kemaren"" ga inget udh D brapa gegara PTM jdi sibukkk",akhirnya nunggu pulang wamil kemarin inget sudah gegara ptm jdi sibuk
623,gapapa lah ya daring 100% yang penting jgn 50% ptm 50% pjj lagi,daring penting jangan ptm pjj lagi
624,"@CNNIndonesia Kalo penyebaran ga masive kan yg PCR sepi. 
Kalau dr awal Hybrid, ganjil genap, sekolah ga terlalu padat, penyebaran ga masive, mungkin PTM masih bisa jalan aman sampai skrg. Tp kan tujuan utamanya bukan itu.",kalau penyebaran masive pcr sepi kalau dari awal hybrid ganjil genap sekolah terlalu padat penyebaran masif mungkin ptm jalan aman sampai sekarang tujuan utamanya bukan
625,@jekeylins GW MASIH PTM YA ALLAH AMIT AMIT PJJ LAGI DAH,gue ptm allah amit amit pjj lagi dah
626,"banyak yg izin g ptm, kalo kaya gitu mending gue juga:)) masih bisa lanjut bobo",banyak izin ptm kalau kaya mending gue lanjut bobo
627,Kalian ptm atau pjj? W PJJ LAGI NGENTOTTT SEBELLL,kalian ptm pjj pjj lagi ngentot sebel
628,"Udah senang PTM 100%
Eh malah kembali online ðŸ˜…ðŸ˜…ðŸ˜… https://t.co/0vopkgDtb4",sudah senang ptm eh malah kembali online
629,"skrg pjj, tp maunya ptm https://t.co/z1mXCf1FmR",sekarang pjj maunya ptm
630,"Jujur enakan ptm, materi gampang banget masuk otak, tapi ga enaknya klo ngerjain tugas pasti gurunya keliling, jujur males sama guru yg kelilingðŸ™ƒðŸ˜‘",jujur enakan ptm materi gampang banget masuk otak enaknya kalau ngerjain tugas pasti gurunya keliling jujur males sama guru keliling
631,PTM anak sekolah di tindakan lagi gegara covid.. Entah mengapa nggak ada antisipasi dari awal di pihak sekolah atau dinas..,ptm anak sekolah tindakan lagi gegara covid entah mengapa ada antisipasi dari awal pihak sekolah dinas
632,SchApp! Dom serang banten pjj ga? ih sklhku ptm 25% jd 9 org masuk gt terus ada sesi pagi sm siang tapi banyak yg ga masuk soalnya pada takut sama omic**n terus ada yg kena jugaaðŸ˜¸ðŸ¥² klo kaya gini mending daringin lg gasih?,dom serang banten pjj ihh sekolah ptm jadi masuk ada sesi pagi sama banyak masuk soalnya takut sama omicron ada kena kalau kaya mending daring lagi gasi
633,"Pagi ini buka grup ada info kasus covid meningkat di daerah cinunuk sama cimekar
Wakasek kurikulum: jadwal akan berubah, kita bakal blended learning, yang utamanya online
Yang tadinya 100% udah PTM eh sekarang begini lagi
Seneeeng banget wkwkwkw",pagi buka grup ada info kasus covid meningkat daerah sama  kurikulum jadwal berubah bakal blended learning utamanya online sudah ptm eh sekarang begini lagi seneng banget wkwk
634,"@9yu_acousthic ptm juga hrsnya, tapi hari ini gk berangkat soalnya lgi sakit",acousthic ptm berangkat soalnya lagi sakit
635,"Dan sampai sekarang belum ada revisi kebijakan PTM dari kampus.

Mantap emang, mungkin nunggu jatim kenaikan kasus kayak jakarta / ada yang positif di kampus waktu kuliah baru direvisi ðŸ‘ https://t.co/SjpWc1Z1PM",sampai sekarang belum ada revisi kebijakan ptm dari kampus mantap emang mungkin nunggu jatim kenaikan kasus kayak jakarta ada positif kampus kuliah direvisi
636,@Vick4_pikachu Gamau pjj pls...udh enak PTM,gamau pjj pls sudah enak ptm
637,"@kwrja seneng karena pel hr ini ngeselin
sedih grgr gue udh nyialin semaleman buat ptm ternyata batal",seneng karena pel ngeselin sedih gegara gue sudah nyalin semaleman buat ptm ternyata batal
638,kangen ptm,kangen ptm
639,"@schfess semoga sekolah gweh ttp ptm, walaupun cuma 50%. udah seneng koqðŸ˜”",semoga sekolah gue tetap ptm walaupun cuma sudah seneng
640,"gue benci banget daring demi allah, lu liattt skrng gue baru bangunn anjir males mandi kaya ga smgt sekolahhh, ayolahhh woi gue mau ptmðŸ˜­ðŸ˜­ðŸ˜­",gue benci banget daring allah liat sekarang gue bangunn anjir males mandi kaya semangat sekolahh ayolah woi gue mau ptm
641,"@lovsvna ptm, tapi hari ini gk berangkat sekolah soalnya gi sakit",ptm berangkat sekolah soalnya lagi sakit
642,"BARU JUGA BILANG SENANG PTM PADAHAL YANG LAUN UDAH PJJ LAGI, TETIBA SEKOLAH AKU DIUMUMIN PJJ MANA TENGAH MALEM AAAAAAA",senang ptm lain sudah pjj lagi tiba sekolah aku diumumin pjj tengah malem aaaaaaa
643,"OOOOOOH MULAI SEKARANG PTM NYA TERBATAS, BELAJARNYA CUMA 25 MENIT",oh mulai sekarang ptm terbatas belajarnya cuma menit
644,PTM LAH GILA LO https://t.co/ViDrVtSjKu,ptm gila
645,"@heragvrl wkwkwk ktnya kabupaten tuh ttp msk ptm gtu ga ada online gatau jg yaa, kita kan msk kabupaten tangerang klo buat kota udh pd online",wkwk katanya kabupaten tetap masuk ptm ada online gatau yaa masuk kabupaten tangerang kalau buat kota sudah online
646,gue ga jadi ptm dongðŸ˜­,gue jadi ptm dong
647,"ptm tugas klp numpuk, pjj tugas rumah yang numpuk ðŸ˜©ðŸ™",ptm tugas kelompok numpuk pjj tugas rumah numpuk
648,"@beeabiw betul, enakan ptm",betul enakan ptm
649,"@loveinglty Sebenernya sih enak ptm, lebih ngerti materi cuman ptm nggak ada istirahat, capek",sebenernya enak ptm lebih ngerti materi cuma ptm ada istirahat capek
650,"pagi pagi gini gue udah sintink gara-gara tugas ðŸ˜°
HARI INI G PTM TAPI DARING ISH ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜–ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­",pagi pagi gue sudah sinting gegara tugas ptm daring ish
651,ANJING MAU PTM LAGI,anjing mau ptm lagi
652,RT @abcdefstdy: @schfess sekolah gw belum njir gw lagi nungguin pjj lagi soalnya cape bgt ptm,sekolah gue belum njir gue lagi nungguin pjj lagi soalnya cape banget ptm
653,"@schfess PTM untuk kelas 6, 9, 12 aja plis saya butuh interaksi sama temen kalau kesusahan",ptm kelas aja plis saya butuh interaksi sama temen kalau kesusahan
654,@fadlizon Membingungkan. Satu sisi gembar gembor Covid meningkat lagi. Disisi lain bersikukuh tetap PTM. Maunya apa boss?,membingungkan sisi gembar gembor covid meningkat lagi disisi lain bersikukuh tetap ptm maunya boss
655,"@vrilliu__ jelas ptm, pjj makin males akunya:(",jelas ptm pjj makin males aku
656,"@gulayamanis yg lain ptm kita ptmt, yg lain ptmt kita pjj",lain ptm ptmt lain ptmt pjj
657,"@puwpies pjj, males ptm kebagian sesi sore mulu",pjj males ptm kebagian sesi sore mulu
658,"kasian bgt jdi gue!! PTM full gk ktmu ayang, PTM pke sesi jga gk ktmu ayang pdhl 1 sesi, skr malah PJJ!! untuk ayang, KENAPA DOYAN BANGET DIEM DIKELAS SIH? HAH?!! apa gk cape duduk terus? GATAU KALO AKU KANGEN?! mna dia adkel lgi, bntr lagi gue lulus woy!!!",kasian banget jadi gue ptm full ketemu sayang ptm pakai sesi ketemu sayang sesi sekarang malah pjj sayang doyan banget diem dikelas hah cape duduk gatau kalau aku kangen lagi bentar lagi gue lulus woy
659,yg gaenak pas ptm adalah harus mandi pagi-pagi alias dingin gakuaaaat mau tidur aja,gaenak ptm adalah mandi pagi pagi alias dingin gakuat mau tidur aja
660,maaf aku ga on hehe soalnya abis ptm tuh capeee banget jujur jadinya aku males on dimana-mana,maaf aku soalnya abis ptm cape banget jujur jadinya aku males
661,"@loveinglty iyaaa, sekolah ak udh dpt surat. PTM nya ditutup smpe keadaan normalðŸ˜­",iya sekolah aku sudah dpt surat ptm ditutup sampai keadaan normal
662,"Ptm tetap jalan terus, sd smp sma kuliah.
Agar ekonomi berputar. Jangan ketakutan covid. 
Cukup pakai masker lah https://t.co/m8DSOyie9h",ptm tetap jalan sd smp sma kuliah agar ekonomi berputar jangan ketakutan covid cukup pakai masker
663,@ayangeren ðŸ˜­ðŸ˜­ gue kemaren udah ptm skrg malah pjj,gue kemarin sudah ptm sekarang malah pjj
664,"RT @DokterAri: Setuju PTM ditunda sampai 1 bulan ke depan,penularan memang bisa terjadi saat disekolah,ini terjadi pada kerabat kami,anaknyâ€¦",setuju ptm ditunda sampai penularan memang terjadi disekolah terjadi kerabat anaknya
665,"@onthesbrew Ooh.. gatau bang, gak diceritain ðŸ˜‚ intermezzo lagi bahas sekolahannya yg diciduk media gegara PTM.",ooh gatau bang diceritain intermezzo lagi bahas sekolahannya diciduk media gegara ptm
666,"@subschfess klo dibilang cape ptm iyaa si cape. tp kita ngertiii gt materi yg disampein. klo pjj rebahan gajelas, karena cm dikasi materi doang gadijelasin ujung2 scroll tiktok, twt, maen game. jd kek lebih ga efektif gt waktunya",kalau dibilang cape ptm iyaa cape ngerti materi disampaikan kalau pjj rebahan gajelas karena cuma dikasi materi doang dijelasin ujung scroll tiktok main game jadi kayak lebih efektif waktunya
667,"Anjir aku takut kalo tiba tiba ptm 50% tapi pembagiannya pake absen ganjil genap, anjir lah temen temenku pada genap anjir aku ganjil",anjir aku takut kalau tiba tiba ptm pembagiannya pakai absen ganjil genap anjir temen temenku genap anjir aku ganjil
668,@Mdy_Asmara1701 mungkin ini maksudnya biar 100% siswa terpapar omicron dulu baru akan disetujui stop PTM di DKI ya? mungkin lho ya? ðŸ˜·,mungkin maksudnya biar siswa terpapar omicron disetujui stop ptm dki mungkin lho
669,@sleepyfumii Sekolah ku ga pernah ptm..,sekolah pernah ptm
670,Pada minta dating lagi disaat gue jadwal PTM aja baru besok Maret mulainya wkwkwk,minta datang lagi gue jadwal ptm aja besok maret mulainya wkwk
671,potret sekolah saat dikasih tau PTM 50% dadakan. sepi bangettt pada males sekolah wkwk https://t.co/V9KeXL9J3R,potret sekolah dikasih tau ptm dadakan sepi bangett males sekolah wkwk
672,"knp kls di pake waktu bagian sesi gw ke ptm trs si.. jd nya kan skrg bagian daring. tp gpp seneng tp ga seneng soalnya di tnya"" mulu sm ayah",kelas pakai bagian sesi gue ptm jadi sekarang bagian daring seneng seneng soalnya tnya mulu sama ayah
673,@ericrsohn Di ig ada berita bakalan stop ptm 100% dulu,ada berita bakalan stop ptm
674,@schfess ptm 50% aja deh segitu aja badan saya sudah remuk,ptm aja deh segitu aja badan saya sudah remuk
675,"monyet, sekolahku ptm ,50%",monyet sekolahku ptm
676,salah satu alasan mau ptm.. pjj banyak masalahnya https://t.co/KpWD92WyBd,salah alasan mau ptm pjj banyak masalahnya
677,skul gue doang kayaknya yg masih kekeuh ptm hadehhhh,sekolah gue doang kayaknya kekeh ptm hadeh
678,@naceuzz Padahal udh enak PTM....,sudah enak ptm
679,"Males ptm huwee, gw sendirian di depan lab karena blom ada yg datengðŸ˜­",males ptm hue gue sendirian lab karena belum ada dateng
680,kembali ke rutinitas menjadi remaja jompo. baru enakÂ² sebulan ptm full eh malah pjj lagi. EH GUE UDH KELAS 12 YAAA JANGAN PJJ LAGI DONG ðŸ˜­ðŸ˜­ðŸ˜­,kembali rutinitas menjadi remaja jompo enak sebulan ptm full eh malah pjj lagi eh gue sudah kelas yaa jangan pjj lagi dong
681,hari ini ptm males bgtt ujan deras,ptm males bangett hujan deras
682,ptm 25% apa seru nya tai,ptm seru tai
683,"aku tinggal di kabupaten dan di sini kasus c word udah mulai naik, tp di sekolahku guru-guru sama muridnya lalai sama prokes. yang pakai masker dikit bgt, mana udah ptm full. aku hrs gimana ya? cemas banget rasanya ðŸ’™",aku tinggal kabupaten kasus word sudah mulai naik sekolahku guru guru sama muridnya lalai sama prokes pakai masker dikit banget sudah ptm full aku cemas banget rasanya
