id,original_tweet,sentiment,Predicted,Expected,,,,
429,"@schfess SEKOLAHKU MALAH PTM IH, asalnya 50 skrg jadi 100'",1,POSITIF,,,,,
430,ya allah baru sehari ptm 50% tau tau kakel gue positip 3 orang',-3,NEGATIF,,,,,
431,@schfess aku justru mau ptm terus aja tapi sekolahku masih ptm 50%. soalnya aku tipe yg bakal rajin kalo liat langs https://t.co/bxa8coDBED',17,POSITIF,,,,,
432,"@schfess masih pjj malah, ptm juga masih 50%, semoga jangan 100% dulu deh'",-2,NEGATIF,,,,,
433,jujur gue tambah stres ptm 50% ga jelas gini',-4,NEGATIF,,,,,
434,"@schfess baru jalan 2 hari sih, masih fine fine aja soalnya masih 4 jam an doang. tugasnya udah mulai ke tolong, ud https://t.co/Ej4kvNh6hE'",11,POSITIF,,,,,
435,@schfess Ptm 100% tp kalau keadaan g memungkinkan mending daring sekalian daripada 50% :(',1,POSITIF,,,,,
436,@schfess 50%.... jujur semisal sekolah aku udah ngadain ptm 100% aku takut banget.... mana protokol udah mulai kend https://t.co/uVKLWI6Ru1',19,POSITIF,,,,,
437,"Besok ptm 100%?? hadeh 50% aja aku dh tertekan, gimana kalo 100%'",-5,NEGATIF,,,,,
438,@schfess Kemarin dikabarin ptm 50% hari ini dikabarin pjj 100%',0,NETRAL,,,,,
439,sch! Sedih besok sekolah 50% lagi padahal udah seneng 100% ptm https://t.co/HMOkdajZbG',1,POSITIF,,,,,
440,"Daripada PJJ lagi mending PTM tapi 50% terus dikasih jeda setiap sesi 1 minggu, soalnya kalo balik PJJ 100% nilai g https://t.co/cyh38HJzO8'",2,POSITIF,,,,,
441,jgn ptm 50% dong aku gabetah dirumah',-3,NEGATIF,,,,,
442,Vaksin dosis 2 harus tercapai sekitar 80% bagi guru dan tenaga pendidikan lainnya. Dan 50% bagi masyarakat lain.  J https://t.co/FcaBcO9Rbg',9,POSITIF,,,,,
443,"@stuwithdy wahh padet bangetaku yang baru ptm 50% aja udah capee huhu, semangat kamuu'",4,POSITIF,,,,,
444,"@ninoriano Gantian WFH seminggu sekali (50%). Eh, sekarang total karena suite sebelah ada yang positif... bocah jug https://t.co/u12WNTXuXx'",0,NETRAL,,,,,
445,kapan ptm 100% njirrrr?? udah agak ga tahan kalo 50% terus',-5,NEGATIF,,,,,
446,"@subschfess kalo di sklh aku udh ptm full nder tapi buat yg kelas 12 doang, 10 sama 11 masih 50%'",1,POSITIF,,,,,
447,AHHH ANJJRRR MALES BANGET PTM 50%',-7,NEGATIF,,,,,
448,"@schfess kangen, TP ENAKAN PTM 50%'",8,POSITIF,,,,,
449,@sug4rxicetea sekolahku balik lagi ke ptm 50% kesel banget :(',-9,NEGATIF,,,,,
450,"JUJURLY GASIAP PTM 50% KRNNN GBS KETEMU ARIP, PPUPUTTTT AAAA AKU GABISA LENDOTAN KE PUPUT LAGI GABISA NGAKAK NGAKAK AMA ARIP LAGI'",8,POSITIF,,,,,
451,"@subschfess Lah kan udah pada di vaksin toh? Saran yg klise sih, tapi ya selama mereka taat prokes pasti aman2 aja. https://t.co/d97UE1f7Zt'",6,POSITIF,,,,,
452,Sekolah gw mau balik ke ptm 50% lagi,-1,NEGATIF,,,,,
453,"mending ptm please... aku ptm baru 50% sih di sekolah, tapi asli jangan sampe online lagi semangat belajar aku 'https://t.co/Wp90GDWrfK'",10,POSITIF,,,,,
454,yah mau 50% ptm lagi :(  padahal udah nyaman 100% ptm hufftt',7,POSITIF,,,,,
455,mana ini kan msih ptm 50% :D PULANGNYA PADA JAM 1 LAGI AH ELAH',-2,NEGATIF,,,,,
456,"ga berharap pjj, tapi ptm 50% lagi bisa g siex https://t.co/MATsfcWXjZ'",2,POSITIF,,,,,
457,Kembalikan PTM 50%',1,POSITIF,,,,,
458,"@loveliuest Samaa, sekolahku juga masih 50% ptm nya'",3,POSITIF,,,,,
459,"@kilangambis 50/50 sih kalo akuu udah nyaman pjj , cuma materi lebih ngerti kalo ptm  kl km gimanaa kil?'",-1,NEGATIF,,,,,
460,@convomf aku malah pengen ptm 100% soalnya bestie ku di sesi 1 :( aku ptm 50% malah diem dieman',6,POSITIF,,,,,
461,"  pengen ptm 50% lagi pls, kelas brisik banget'",-6,NEGATIF,,,,,
462,"@snwkasep bener juga, tapi kalo ptm 50% bisa lah ya'",2,POSITIF,,,,,
463,"@schfess jujur kalo pjj 100% bakal enak si, teratur gt loh. soalnya di sekolahku masih 50% pjj 50% ptm. kadang ada https://t.co/RO1KTdymeX'",18,POSITIF,,,,,
464,@schfess 50% cocok banget buat aku yang dikit dikit rasanya mau bolos. tapi 50% malah bikin aku tambah capek soalny https://t.co/iXOIKX9y0t',10,POSITIF,,,,,
465,"sumpah kalo ptm gua bangunnya jam 4.50 :"") untung pjj'",-2,NEGATIF,,,,,
466,pls ptm 50% lagi',5,POSITIF,,,,,
467,@alsunsky Iya T_T padahal baru ptm 50% 2 minggu rasanya capek banget',5,POSITIF,,,,,
468,"@subschfess skola sy dah ad yg kena, minggu kmrn dah pjj, minggu ini ptm jd 50% lagi ga 100% sampe seterusnya :""('",-6,NEGATIF,,,,,
469,"@subschfess Ga suka pjj, tapi suka ptm 50% aja",7,POSITIF,,,,,
470,RT @fireworkID: @mediaindonesia @chairulachir PTM 100% itu cara lama. Harusnya 50-50. Sekolah dan walimurid harus adaptasi betul bahwa 50-5 ',6,POSITIF,,,,,
471,"@LetsPlayBallNCT Anj, sabtu diumumin ptm 100% minggunya langsung ganti 50% cuk sekolah gw, gegara kasus koped naik lagi sial'",-10,NEGATIF,,,,,
472,"@convomfs Sekolah gue kaga ptm 100% si, jadi selang seling luring daring gitu. Cuma sekolah temen gue ada yg kaya g https://t.co/D0bg9aeD7J'",2,POSITIF,,,,,
473,ptm 50% sepi bnget kelas akuu',-5,NEGATIF,,,,,
474,ANJIR PTM 50%',-5,NEGATIF,,,,,
475,"@champagnedrinks Stuju juga klo 50%  PTM, gurunya pada mikir kita main aja, jadinya tugasnya ditumpukin terus, ditambah ulangan lagiii.'",11,POSITIF,,,,,
476,"Bismillah semoga PTM 100% disekolahku beso aja, hari selasa kembali sesi A sesi '(50%). Plisss Bismillah.  Aamiin'",3,POSITIF,,,,,
477,"ya ptm 50% aja, lebih baik daripada ptm 100%'",5,POSITIF,,,,,
478,@xslnau tapi seru kan ya ptm 100% huhu aku masih 50% ngga asik banget',4,POSITIF,,,,,
479,@dayuinds Aku baru mau PTM lagi day haha Tdnya 100% terus banyak yang ga setuju. Akhirnya 50% dulu. Eheheee masih a https://t.co/PWvdUDgCdK',12,POSITIF,,,,,
480,"Dih serius dah.. SUMPAH MENDING PTM 50% GPP ASLI ANJIR INI TAKUTT AKU TEH, tapi kangen sm temen'",11,POSITIF,,,,,
481,"Tadi kesel gegara ptm nya msih 50%, skrng ptm nya diubah udah jdi 100% saya mlh takut?! YA ALLAH CAPEK SM DIRI AING'",0,NETRAL,,,,,
482,KESELL GA SIE PTM JADI 50% LAGI PDHL UDH SENENG FULL LOHH',-1,NEGATIF,,,,,
483,@schfess SKOLAH GWEHHHH PTM 50% LG ANJJJJJJ',-7,NEGATIF,,,,,
484,@schfess masih 100% cape banget. semoga aja deh sekolah aku jadi 50% lagi ptm nya',2,POSITIF,,,,,
485,@schfess sekolahku udah stop ptm 100% dari minggu kmrn. jadi 50% skrg persesi',-1,NEGATIF,,,,,
486,"semua gr2 polan, jd ptm 50% lg asooo'",-13,NEGATIF,,,,,
487,"@schfess Masihh ptm 100%, berharap 50% aja boleh gak sih'",7,POSITIF,,,,,
488,"@schfess seminggu yang lalu sekolahku ptn 100%, minggu kemarin katanya gaboleh jdnya 50% dan minggu depan kembali ptm 100% ..'",-2,NEGATIF,,,,,
489,@schfess gatau deh nder ini udh 2 minggu sklh dan kelas 12 baru 100% ptm. dan skrg senin depan kls 10 sm 11 juga ik https://t.co/tAHr5d64Or',-3,NEGATIF,,,,,
490,@tiqqquee ptm 50% dibagi berdasarkan yang makan diaduk dan ga diaduk',-4,NEGATIF,,,,,
491,kenapa ptm 50% lagi sih',-2,NEGATIF,,,,,
492,"Cape anjir kalo 50% ptm, di sekolah isinya presentasi ma kuis dadakan, sampe rumah ngerjain tugas di gc'",-3,NEGATIF,,,,,
493,"@schfess Kalau ngasih info suka dadakan, kadang h-berapa jam gitu baru dikasih tau. Sekolahku awalnya ptm 100% tapi https://t.co/YHIdfRFrR3'",1,POSITIF,,,,,
494,SchApp! besok sender bakal ptm 100%.... Takut banget AAAAAAAAAAAAAAAAAA ntar ga ditemenin gimana ya ((nangis),-2,NEGATIF,,,,,
495,"sekolah gua agak mencla-mencle ya, kmrn bru full PTM 2 minggu, pas minggu ketiga diganti ke PTM 50%. baru seminggu,  https://t.co/VDysZAOwHw'",4,POSITIF,,,,,
496,pantesan aja anjing mingdep gue ptm 50%',-9,NEGATIF,,,,,
497,"@convomf aku dari september ga mau ptm, bener aja ga lama ada yang covid, balik online lagi deh",8,POSITIF,,,,,
498," @KeripikMama_87 Aku kn tinggal di perbatasan Bekasi barat - Jakarta Timur.. cuma dibatasi jembatan tol Emang beda bgt,, Jakarta masih PTM ðŸ¥º",-2,NEGATIF,,,,,
499," @Dj_Bams74 Hahahahaha ðŸ¤£ðŸ˜‚ Abis jatuhin anak orang kabur ðŸ˜‚  Makanya rajin tengok kebawah om sebelum menghina anak orang lain Jangankan bicara fasilitas signal antar daerah aja berbeda ðŸ˜‚ Jadi sudah benar PTM dilakukan agar pendidikan dapat dirasakan semua orang ðŸ˜‚ðŸ‘",-9,NEGATIF,,,,,
500,TAPI PTM 50% LAGI?? ANJRIT SESIÂ²AN MULU,1,POSITIF,,,,,
501,tadi ptm tapi jam segini sudah dipulangkan karena akan pjj lagi:),-1,NEGATIF,,,,,
502,"mendingan ptm ya, kalo pjj tu tugasnya susah susah",-10,NEGATIF,,,,,
503,"RT @fadlizon: Ini aneh. Harusnya ketika Covid 19 sdg tinggi ya PTM dihentikan sementara. Kalau sdh landai, PTM bisa dilanjutkan. Siapa yg bâ€¦",6,POSITIF,,,,,
504,"Ptm 100% tolong segera direvisi jujur gak siap tiap hari kudu anter jemput adek ke sekolah, jauh e ðŸ˜‚ðŸ˜‚",10,POSITIF,,,,,
505,AAAAAAAAAA MAU PTM AJA,6,POSITIF,,,,,
506,RT @ProfesorZubairi: Realitas: kasus kematian Covid-19 meningkat 58% dalam sepekan. Per hari ini bahkan ada 38 kematian. Terlalu dini bagiâ€¦,-10,NEGATIF,,,,,
507,"RT @IndahKu64617720: Ketiga anakku tidak vaksin termaksud aku, d Uber2 sana sini ma gurunya aku gak perduli. D ancam gak bisa ikut PTM, akâ€¦",-9,NEGATIF,,,,,
508,"Alasan saya benci daring: Karena guru suka seenaknya, disuruh belajar bukan di jamnya. Di suruh kuis di waktunya murid tidur atau istirahat. Kalau ptm, semisalnya dia gak bisa hadir ya paling minggu depan baru kuis. Kalau ini dipaksain di jam pulang, lol.",-3,NEGATIF,,,,,
509,"@AoiLunatic88 Ya enggak sih,Kei. Soalnya emang berhentikan PTM nggak gampang juga. Belum dengerin keluhan keluhan gitu kan. Selama masih bisa lanjut ya lanjut,cuma ya resikonya jadi banyak yang kena",2,POSITIF,,,,,
510,"Kayaknya gue gak bisa update dulu buat beberapa hari ke depan ya hehe, soalnya lagi beberes barang buat pindahan, engga deng, lebih tepatnya buat persiapan ptm hari senin, jadi agak sibuk, belum lagi nyari kosan, kampus gue infonya telat bgt, kan jadi grasak grusuk hadeeh",-12,NEGATIF,,,,,
511,"RT @IndahKu64617720: Ketika kamu setuju anakmu d vaksin dgn alasan PTM, dan vaksin tersebut berakibat buruk pada anakmu jangan salahkan siaâ€¦",0,NETRAL,,,,,
512,"@subschfess Pengennya pjj tapi gurunya bisa ngasih materi gitu terus tugasnya ga usah banyak banyak, kalo ptm pengennya dikurangin lah kasih kerkelðŸ˜” C551Bisa ga sih pjj rasa ptm gituðŸ˜­",2,POSITIF,,,,,
513,mending PTM si bener kalau daring banyak bangt tugas nya,7,POSITIF,,,,,
514,kangen ptm https://t.co/Yo8Jdg3O4Z,3,POSITIF,,,,,
515,"yg masih ptm enak bgt deh, aku iri :(",4,POSITIF,,,,,
516,"we kangen bngt pdhl br kmrn ptm, KANGEN GANGGUIN PREMA AJUS HUEEEEEE",4,POSITIF,,,,,
517,"@sccumma Emg kita kyknya bakal gt ga sih ðŸ˜­ðŸ˜­ Sekolah gw dari yg semangat bgt ptm 100% sekarang katanya lg lockdown selama 2 minggu terakhir",-8,NEGATIF,,,,,
518,"@4ivengers HAH KOK ENAK PTM, AING DARING",5,POSITIF,,,,,
519,harusnya kalo berani mencetuskan ptm 100% sih ya udh siap dong penanggulangannya kek gimana. ini tempat karantina aja kaga disediain trs kalo seumpa ada yang positif gimane dah? masa mau ttp di kosan meanwhile ga dia doang yang tinggal disitu,13,POSITIF,,,,,
520,"RT @novifath: Kalo emang harus PJJ di situasi kek gini , aku dukung deh. Walaupun lebih suka PTM. Karena ini tiap hari dikepung orang-orangâ€¦",5,POSITIF,,,,,
521,ALAHHH GA MOOD ANJIR PTM MAU 50% LAGI,2,POSITIF,,,,,
522,sepertinya semester ini ptm adalah ide buruk,-5,NEGATIF,,,,,
523,MANA SEMINGGU PTM SEMINGGU PJJ LAGI GWE KSL BNGT SIAL,-14,NEGATIF,,,,,
524,"baru juga seneng ngerasain ptm, eh skrng malah gini lagi hdehh ðŸ™„ https://t.co/UfU5c8a9IB",2,POSITIF,,,,,
525,Ketika udah seneng mindep mau pembelajaran ptm 100% ehhh malah gk jd dan rasanya kek jsbadndmks whyyy ad senang (gk ketemu guru killer) tp jg ad sedih (gk ketemu teman2) sksks serba salah astagaðŸ˜©,18,POSITIF,,,,,
526,mau balik ke ptm plis :(,1,POSITIF,,,,,
527,"GUE GA MAU PJJ ASLI, lebih milih ptm tapi jamkos dripada pjj",-2,NEGATIF,,,,,
528,mau ptm aja ribet banget persyaratannya,3,POSITIF,,,,,
529,@joshujiee Emg blm pernah ptm ato balik pjj lagi?,-6,NEGATIF,,,,,
530,"ngga usah ptm 50% lahh, pjj aja udh ampe lulus ðŸ™‚",9,POSITIF,,,,,
531,gua mau ngomong â€œbesok ptm anjing bangun pagi woi?â€ juga ga mempanðŸ˜­ https://t.co/Xbf8oiz2vh,-4,NEGATIF,,,,,
532,@wolfbitieee enakan ptm lah,5,POSITIF,,,,,
533,@schfess aku mau ptm 50% !!! pls kangen bgt,8,POSITIF,,,,,
534,"@cetenotpete waktu itu udh ptm, cuman di daerah ku lagi zona merah",4,POSITIF,,,,,
535,"@ketek_biass aq lebih suka ptm, dpt uwang saku byeeee",7,POSITIF,,,,,
536,"pdhl ya, klo ptm mah pasti banyak jamkos ini... cpetan ptm lagi donk ðŸ˜“",-2,NEGATIF,,,,,
537,ini lah mengapa sy lebih suka PTM,1,POSITIF,,,,,
538,"@convomf Gw sih mau pjj aja , soalnya ptm ga punya temen. Mainnya circle''an. Mau ikyt gabung responnya pada gimana gitu, kaya dikacangin trys",5,POSITIF,,,,,
539,YAAA GUA SEDIKIT NYAMAN PTM SI https://t.co/zRcHoL87WD,3,POSITIF,,,,,
540,Eug sih ogah ya ngizinin adek gw ptm kalo kondisinya begini. https://t.co/QTBvnxbCrM,-9,NEGATIF,,,,,
541,@cetenotpete ptm tp skrg libur,3,POSITIF,,,,,
542,IH MENDING PJJ DAH DARI PADA PTM 50%,-11,NEGATIF,,,,,
543,"@SINDOnews Jangan Menunggu Meledak baru distop, stop PTM agar tidak meledak  NAMANYA JUGA ANAK ANAK, WAJAR SAJA  PTM Tidak Distop ? Begini Fakta Yang Terjadi. Di Sekolah Prokes Bisa Dikontrol di Luar Sekolah ? Apalagi Guru Guru, Boosternya Sudah Sangat Terlambat  https://t.co/hCssmAOKqS https://t.co/CpK9e3txoQ",-8,NEGATIF,,,,,
544,@odetohanniee Emg blm mulai ptm ato ada yg positif jadi pjj lg?,7,POSITIF,,,,,
545,@cetenotpete ptm tp meliburkan diri xixi,-1,NEGATIF,,,,,
546,"@ljnchoco Enak ptm ga sie, dapat uang jajanðŸ˜­",7,POSITIF,,,,,
547,Dah seneng2 kmrn ptm eh bngst di ruqyah dulu seminggu,-3,NEGATIF,,,,,
548,"ahehsgehe padahal udah seneng bisa sekolah bareng dia soalnya pas ptm 50%  gak ketemu,, ehh pjj lagi ðŸ¤¬",12,POSITIF,,,,,
549,YA ALLAH BESOK DARING LAGIðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ BELOM PUAS PTM UEUEE,11,POSITIF,,,,,
550,"walau aku males sekolah, tpi g gini juga kali woi masa PTM 50% lagiðŸ˜­",-6,NEGATIF,,,,,
551,ptm jadi 50% trs dipisah anak absen atas sm absen bawah. tapi temen gue adanya di absen atas dan gue absen bawah :((,-35,NEGATIF,,,,,
552,"ptm : dapet duit, ilmu lebih gampang nyantol, ketemu temen (resiko : angka covid naik) pjj : bisa sambil rebahan, ga sebegitu capek kaya ptm (resiko : ilmu kurang nyantol) ^^ persepsi gue",11,POSITIF,,,,,
553,"@CNNIndonesia Berarti gak bahaya, atau kalau DKI menutup PTM, Luhut takut rakyat minta penerbangan luar negeri jg ditutup, jadi gak ada alasan melonggarkan pendatang dari luar negeri.",-5,NEGATIF,,,,,
554,"RT @francmohede: Dengan keraguan tinggi gue juga senang dan dukung banget anak2 bisa PTM, termasuk Masgub @aniesbaswedan yang juga punya anâ€¦",6,POSITIF,,,,,
555,"Aku sedih liat covid udh naik bgt, tp PTM gak diberhentiin. Padahal cluster PTM udh banyak bgt.",15,POSITIF,,,,,
556,"@convomf temen sekelasku gitu semua nder, batuk batuk juga, mana lagi ptm",-13,NEGATIF,,,,,
557,"@gupismile skrg lgi pjj, tpi kmrin ptm semoga minggu depan ptm",-2,NEGATIF,,,,,
558,gimana yaa sebenernya ptm dan pjj ada plus minus nya sendiri dan gue disini sebagai team netral sieh ðŸ˜ŽðŸ˜Ž,-7,NEGATIF,,,,,
559,@wajaar Semangt ya yg belum ngerasain ptm,5,POSITIF,,,,,
560,Aku pikir Pak Anies cukup punya pengetahuan utk  mengusahakan PTM tetap aman. Atau usaha-usaha lainnya utk menjaga warganya tetap aman. https://t.co/6kjtIri4ql,10,POSITIF,,,,,
561,"@schfess @aqyuiver Teori pjj gapapa tapi tolong praktek dibisain ptm terbatas gpp deh;-; anjir tekor duid gua beli alat praktek, bahan, dsbðŸ˜­pen ngerasain megang alat praktek sesuai standar yg berlaku di industri, bentar lg lulus ntr di perusahaan kek org tulul;-;",4,POSITIF,,,,,
562,@marlina_idha Terus jikalau di Jakarta omicron cluster ptm meledak maka yang salah pastilah Anies Baswedan...,-8,NEGATIF,,,,,
563,@Pockyyycocolate sama kayak kelasku kalo ptm,-1,NEGATIF,,,,,
564,"dok adek aku mulai dr kemarin udh wajib ptm 100%, eh ternyata pas ud nyampe rumah diumumin di grup ada yg + di kelasnya dan adekku termasuk yg kontak erat sm yg +. Skrg adek aku lg isoman, kira2 kalo mau test pcr/antigen kapan yaa waktu yg tepat? Makasihh yg udah jawab â¤",38,POSITIF,,,,,
565,"@schfess sebenernya aku juga lebih suka ptm karena lebih ngerti, tapi kasusnya lagi tinggi banget, aku ngekos lagi, jauh dari keluarga, amit amit tp kalo kena gimana? kan takut juga...",-8,NEGATIF,,,,,
566,"@yhambiz Oh gitu, semoga segera ptm lagi yaa. Semangat didit!!",5,POSITIF,,,,,
567,"@agachkp sebenarnya ptm, krn jadi paham materi, tapi pgn pjj lagi Krn capek",2,POSITIF,,,,,
568,"@collegemenfess yay aja, kalo PTM biasanya dosennya ngasih waktu istirahat si buat maksi",2,POSITIF,,,,,
569,"@onyonrm_ark gwehj ptm anjritðŸ˜­, udah donggg",-3,NEGATIF,,,,,
570,"Drama ngeyel ala gottbener, daerah lain saja bisa menghentikan PTM kenapa DKI gak bisa https://t.co/prsM5jgi5H",-7,NEGATIF,,,,,
571,@schfess Ada juga yg sukanya jalan-jalan ketika disuruh ptm malah takut kena ðŸ˜­ dikira jalan-jalan itu kebal apa,-3,NEGATIF,,,,,
572,"@hipeaches_aem dl nya si masih lama soalnya ngumpulinnya pas ptm, tapi bnyk ada 7 tugas ðŸ¥²",1,POSITIF,,,,,
573,IH GAMAU PTM 50% :((((((,-9,NEGATIF,,,,,
574,"Viralken aja, yg jelas pak Anies sdh berusaha krn arogansi si lumut maka permintaan tutup PTM ditolaknya #PermintaanTutupPTMditolakLuhut https://t.co/WKsC8Oinka",0,NETRAL,,,,,
575,"Bangun pagi, gosok gigi, terus mandi, PTM lagi..",-5,NEGATIF,,,,,
576,"Walau emg kdg suka ngeluh bgt kenapa aku gini gitu, tp selalu aja ada kejadian yg bisa bikin aku mikir ih tuhan tuh baik bgt sm aku. Sama ini, krn skrg online, aku jd lbh bisa belajar utk ujian wkwk gatau kenapa aku sejak ptm malah makin males belajarðŸ˜­ðŸ˜” udah males, tambah males",21,POSITIF,,,,,
577,"@subschfess gx, ak mw ptm aj. tapi jujur ngeri jg kalo ada yg +, tapi ptm jangan ada tugas kelompok dong. mls bgt",5,POSITIF,,,,,
578,"ptm lagi aja lah anjing, kena semprot mulu gue kalo di rumah.",-11,NEGATIF,,,,,
579,"@kidd00st belum sumpah, dari 2019 gapernah ptm",-4,NEGATIF,,,,,
580,"sebel, sekolah gue senin depan udh mulai ptm 25%",-2,NEGATIF,,,,,
581,"SEKOLAHKU YANG TADINYA PTM FULL, JADI PJJ LAGI T â€” T",-1,NEGATIF,,,,,
582,ANJ DEH PTM AJALAH MALES GW PAKE NI LAPTOP TAI,-17,NEGATIF,,,,,
583,ptm 50% gajelas ngangngong ngantuk lagi,-4,NEGATIF,,,,,
584,"RT @tjapoenglaut: Presiden suruh evaluasi PTM.  usulan kepala daerah ditolak Lord.  kementrian pendidikan Mingkem.  gini gini banget Tataâ€¦",1,POSITIF,,,,,
585,"@poIisi lebih suka ptm, ujian online",5,POSITIF,,,,,
586,"@collegemenfess gw seneng si sama kampus gw, ptm cuma buat matkul yg ada asitensinya, sisanya, online, ya walaupun 4 dari 7 matkul ada asistensinya",-3,NEGATIF,,,,,
587,wtf?!?@? kok bisa dia bilang kaya ginii sumpah pola pikir nya agak agak ni kalo lo suka ptm ya yauda anjir di keep aja gausa bilang orang suka daring sama dengan di bully di sekolah.. as usual we knooo bully juga merupakan hal yg gabisa dibuat sebercanda kaya komenan lo ini https://t.co/3V8BGPlIuf,5,POSITIF,,,,,
588,ptm ptm kntol tgs kelompok mulu,-8,NEGATIF,,,,,
589,"@dearhika Ih enak ptm :( Iya sekolah aku udh pjj lagi. Ga sukaðŸ˜”",11,POSITIF,,,,,
590,@missufe Aaaaa aku lagi PTM jadi ga sempet aaaaaa,1,POSITIF,,,,,
591,enakan ptm full daripada sesi sesianðŸ˜žðŸ˜ž,5,POSITIF,,,,,
592,"RT @EkoTamba: Manusia Indonesia, mendukung bgt penerbangan internasional buka, tempat wisata buka, tp ga setuju PTM. Lah pada pengen liburaâ€¦",16,POSITIF,,,,,
593,SERIUSS PTM 50% LAGI?? ðŸ˜­ YAUDAH GAPAPA DEH DRIPADA FULL ONLINE,-6,NEGATIF,,,,,
594,"gua ngerasain ptm aja belom, skrng udh pada balik daring",0,NETRAL,,,,,
595,"kan udah kubilang 0m1cr0n naik, krs-an trobel terus sampe hari terakhir, berarti ngga direstuin buat ptm",10,POSITIF,,,,,
596,"Pelajar dilarang PTM, pintu masuk keluar negeri dibuka lebar-lebar Pembunuhan karakter. Norak!! https://t.co/w75yVBXSnP",-2,NEGATIF,,,,,
597,"Humm gue tim ptm sih, tp ga 100% dan prokes nya harus lebih ketat, kasus nya bertambah juga bisa aja karena cuaca lagi ga menentu dan bikin imun jdi menurun jadi kalo kerasa ga enak badan dikit mending izin ga sekolah lagian kalo pjj juga sama aja ttp banyak orang bakal keluyuran https://t.co/B1cwj4lDsS",-18,NEGATIF,,,,,
598,"ANJAY BANGET GUE DARING LAGI AMPE TGL 14,UDH NYAMAN SM PTM JUGA â˜ºï¸ðŸ’” https://t.co/GNlQhREFSA",6,POSITIF,,,,,
599,kok sekolah lain masih ptm aku kan juga mauuu,6,POSITIF,,,,,
600,"RT @fadlizon: Luhut Tolak Permohonan Anies Setop PTM, Fadli Zon: Siapa Nanti yang Bertanggungjawab? https://t.co/31KGvvRbTM",-3,NEGATIF,,,,,
601,@seulovelyy Pjj rasanya emng beda sm ptm. Pdhl guru ngasih tugas kek biasa,7,POSITIF,,,,,
602,"RT @fadlizon: Ini aneh. Harusnya ketika Covid 19 sdg tinggi ya PTM dihentikan sementara. Kalau sdh landai, PTM bisa dilanjutkan. Siapa yg bâ€¦",6,POSITIF,,,,,
603,"@CNNIndonesia Ngelesnya bisa aja, bekasi bogor aja udahan stop ptm wkwk",1,POSITIF,,,,,
604,"RT @rssieez: @subschfess yhahhahahahahaha, emg  labil. udah dibilang mendingan pjj dulu sampe bener-bener aman, biar gak gini ptm bentar trâ€¦",1,POSITIF,,,,,
605,@sunkidraft gue klo ptm 50% shift dua malah mingdep nya bukan siang nya,-5,NEGATIF,,,,,
606,ptm ptm bullshit. gw ke mall sekitar jam 12 lebih aja anak SMA udh pada nongkrong disono abis dari skolah. https://t.co/5b3n6TkaDw,-1,NEGATIF,,,,,
607,"Tiba2 ptm, tiba2 kehilangan seseorang di dunia ini, tiba2 siklus keseharian berubah, tubuh mulai adaptasi, dan kabar buruk lagiÂ² menerpa.",-12,NEGATIF,,,,,
608,ptm cape banget tapi seruu,2,POSITIF,,,,,
609,@journaIiest seru ptm,5,POSITIF,,,,,
610,"gue ga masalah sih ptm, tp jangan pake shift lah anjritt gue kan absen akhiran yaa so pasti dapetnya shift 2 alias siang ga enak bgt. mending langsung ptm 100% aja gasi biar ga ribet?? ato ga pake sesi. seminggu sesi 1, seminggu sesi 2",-9,NEGATIF,,,,,
611, @dearhika Ih sekolahnya masih ptm ya? Enak banget :((,1,POSITIF,,,,,
612,RT @DewiTuwuh: Udah ada ini yg terbaru. Opsi ptm 50 persen juga ijin ortu ada https://t.co/SX4iXNOCfr https://t.co/LGIcMkwEYz,15,POSITIF,,,,,
613,"Terkejut kalo habis ptm 100%, terus 50%, habis itu 25% dan pjj DuarðŸ¤¯",5,POSITIF,,,,,
614,"RT @mysubuh: 1-2 positif di perkantoran, Perkantorannya lgs tutup 1-2 positif di pasar, pasarnya lgs tutup1-2 positif di sekolah, PTM lgâ€¦",10,POSITIF,,,,,
615,@CNNIndonesia Klo menolak PTM... skln cabut PPKM di slrh Indonesia opung !!!,-12,NEGATIF,,,,,
616,"@subschfess wah ak speechless pada rep jam 9, aku ptm ampe jam 12 mau daring mau pjj sama aja",23,POSITIF,,,,,
617,Lagian emang belum siap buat ptm tapi dipaksain https://t.co/vfK2uzf1Rl,1,POSITIF,,,,,
618,pgn ptm deh,3,POSITIF,,,,,
619,"@xenephoria aku tim ptm!! pelajarannya lebih masuk ke otak, lebih semangat juga, bisa ketemu temen"" dan masih banyak hal positif kalo ptmðŸ˜‰. kalo kak zahfran gimana?ðŸ¤¨",11,POSITIF,,,,,
620,"@hnurwahid @aniesbaswedan Lah baca beritanya yg lengkap om ganteng, Pemda boleh kurangi PTM jadi hanya 50% seperti di daerah lain dgn level yg sama. Ortu juga boleh melarang anaknya utk tdk ikut PTM. Apanya yg tdk bertanggung jawab om? Anda boleh dukung org tertentu tapi jgn subjektif",19,POSITIF,,,,,
621,@caprifvck Iyaa ih;( tapi tkut kl ptm,-5,NEGATIF,,,,,
622,"RT @JoChristieHuang: Pandemi masih panjang, daripada ribet paksain PTM mendingan modifikasi kurikulum supaya sesuai dengan new normal dan gâ€¦",-7,NEGATIF,,,,,
623,"@cremeiylatte Iya sama, tp klo ptm takut jga;(",3,POSITIF,,,,,
